Time of Rating,15-Apr-2016 10:46:14
Multimedia File,module2.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,0
3,0
4,0
5,0
6,-9.5981
7,-17.3633
8,-17.3633
9,-17.3633
10,-11.9453
11,7.3955
12,12.7492
13,14.4373
14,16.0772
15,18.746
16,20.2572
17,20.2572
18,20.2572
19,17.5563
20,25.6592
21,32.442
22,34.7267
23,34.7267
24,33.6174
25,31.3183
26,29.582
27,29.582
28,29.6624
29,31.3666
30,31.5113
31,31.5113
32,30.0804
33,27.6527
34,31.1285
35,39.9518
36,46.4952
37,46.6238
38,46.6238
39,46.6238
40,46.6238
41,46.3826
42,45.0161
43,45.0161
44,50.5466
45,58.8425
46,58.3601
47,57.8778
48,57.8778
49,57.8778
50,57.8778
51,57.8778
52,57.8778
53,57.8778
54,56.9301
55,56.8519
56,48.9228
57,44.6624
58,43.7299
59,43.7299
60,43.7299
61,43.7299
62,39.0139
63,38.5852
64,38.5852
65,38.6817
66,39.2283
67,39.2283
68,39.2283
69,38.279
70,34.2528
71,34.0836
72,33.3923
73,29.3569
74,25
75,22.2669
76,17.4759
77,17.0418
78,18.6955
79,24.1157
80,24.1157
81,24.5177
82,25.6913
83,26.3666
84,26.3666
85,26.463
86,27.2466
87,24.5445
88,19.9357
89,19.9357
90,20
91,21.4952
92,21.5434
93,21.4309
94,17.2508
95,8.2586
96,7.7171
97,7.7171
98,7.3312
99,6.7524
100,6.7524
101,6.7524
102,6.7524
103,6.7524
104,6.7524
105,6.7524
106,4.8714
107,-7.1704
108,-11.254
109,-11.8007
110,-11.8971
111,-11.8971
112,-12.0579
113,-12.2186
114,-12.2186
115,-12.2186
116,-12.2186
117,-12.2186
118,-12.2186
119,-10.4425
120,-12.3033
121,-12.8618
122,-12.8618
123,-12.8618
124,-10.9486
125,-9.9678
126,-9.9678
127,-9.9678
128,-9.9678
129,-9.9678
130,-8.6495
131,-8.3601
132,-1.3987
133,4.0515
134,9.6463
135,11.914
136,12.8617
137,11.1093
138,-1.9936
139,-10.8843
140,-13.9872
141,-14.1479
142,-14.5372
143,-15.4341
144,-15.4341
145,-15.4984
146,-15.7556
147,-15.7556
148,-15.7556
149,-15.7556
150,-15.627
151,-13.328
152,-13.1833
153,-13.1833
154,-10.0355
155,-2.5724
156,-2.5724
157,-2.3794
158,-5.2894
159,-8.1063
160,-8.6817
161,-8.7942
162,-9.9518
163,-11.6433
164,-12.2186
165,-12.6206
166,-14.2156
167,-15.1891
168,-17.6688
169,-18.7621
170,-18.9711
171,-19.164
172,-19.9357
173,-19.9357
174,-19.9357
175,-19.9357
176,-19.9357
177,-19.9357
178,-19.9357
179,-20.0804
180,-20.0161
181,-19.6141
182,-19.6141
183,-19.6141
184,-19.6141
185,-19.6141
186,-16.5003
187,-15.6944
188,-18.0064
189,-18.0064
190,-18.0064
191,-13.4727
192,-8.119
193,-8.0386
194,-8.0386
195,-8.0386
196,-7.2186
197,-0.032159
198,2.8939
199,8.2755
200,15.1125
201,13.2797
202,11.5756
203,11.881
204,11.8971
205,11.8971
206,11.9775
207,20.6592
208,29.1081
209,32.7362
210,33.4405
211,29.4635
212,24.8507
213,17.4759
214,15.1125
215,13.955
216,10.9968
217,9.9839
218,4.1801
219,1.2862
220,0.40617
221,7.5792
222,24.5659
223,30.2098
224,30.5466
225,31.5595
226,30.4341
227,27.701
228,25.5627
229,24.5016
230,23.3923
231,21.8489
232,20.2911
233,18.4811
234,18.328
235,22.8939
236,25.6109
237,34.5177
238,40.8039
239,46.0146
240,50.4976
241,50.8039
242,50.8039
243,50
244,47.91
245,47.91
246,47.91
247,47.91
248,44.9196
249,34.4534
250,35.1125
251,36.1576
252,29.6624
253,28.9389
254,28.9389
255,28.9389
256,34.3891
257,40.9376
258,41.8007
259,41.8007
260,41.8007
261,41.8007
262,42.9903
263,43.971
264,45.6431
265,50.4823
266,50.4823
267,50.4823
268,46.9293
269,41.276
270,41.1576
271,41.1576
272,41.1576
273,41.1576
274,37.9115
275,32.9903
276,29.3569
277,27.7813
278,26.045
279,25.4326
280,23.7942
281,23.7942
282,23.0225
283,22.8296
284,22.8296
285,22.8296
286,22.8296
287,22.8296
288,22.8296
289,21.3023
290,20.9003
291,18.6334
292,25.9435
293,32.874
294,34.0836
295,34.0836
296,34.0836
297,33.0851
298,30.8682
299,31.865
300,32.4598
301,32.4759
302,31.0289
303,36.3344
