Time of Rating,15-Apr-2016 09:32:42
Multimedia File,module2 (1).m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,-12.5402
2,-12.5402
3,-12.5402
4,-12.5402
5,-12.5402
6,-12.5402
7,-12.5402
8,-12.5563
9,-12.8618
10,-12.2026
11,-10.9325
12,-10.9325
13,-10.9325
14,-10.9784
15,-12.9802
16,-15.3575
17,-13.9389
18,-13.5048
19,-13.2154
20,-10.6956
21,-10.2894
22,-10.2894
23,-10.2894
24,-10.2894
25,-10.2894
26,-10.2894
27,-10.2894
28,-10.121
29,-9.3247
30,-9.3247
31,-9.3247
32,-9.3247
33,-9.3247
34,-8.5632
35,-8.0386
36,-8.0386
37,-8.0386
38,-8.0386
39,-8.0386
40,-8.2529
41,-10.9663
42,-12.923
43,-12.0325
44,-10.0597
45,-8.3601
46,-7.7678
47,-7.3955
48,-7.3955
49,-7.3955
50,-7.3955
51,-7.3955
52,-6.5916
53,-6.4309
54,-7.4414
55,-8.6817
56,-8.6817
57,-9.2765
58,-6.3826
59,-6.1093
60,-4.417
61,-4.1801
62,-4.1801
63,-4.1801
64,-4.1801
65,-4.197
66,-5.7725
67,-7.734
68,-9.4166
69,-9.6463
70,-9.6463
71,-9.8832
72,-9.9678
73,-9.9678
74,-9.9678
75,-9.9678
76,-9.9678
77,-9.4051
78,-7.0739
79,-7.0739
80,-7.0739
81,-7.0739
82,-7.0739
83,-7.0739
84,-6.339
85,-5.7878
86,-5.7878
87,-5.7878
88,-5.7878
89,-5.7878
90,-5.7878
91,-5.7878
92,-5.7878
93,-5.7878
94,-5.7878
95,-6.7016
96,-6.7984
97,-6.4309
98,-6.4309
99,-9.141
100,-11.6771
101,-11.8971
102,-11.8971
103,-11.8971
104,-11.8971
105,-12.8135
106,-12.8618
107,-12.8618
108,-12.8618
109,-13.0479
110,-13.1833
111,-13.1833
112,-13.1833
113,-13.1833
114,-14.4356
115,-15.1738
116,-15.4341
117,-15.5306
118,-15.7556
119,-15.7556
120,-15.7556
121,-15.7556
122,-15.7556
123,-15.7556
124,-15.7556
125,-16.0289
126,-16.7203
127,-16.414
128,-12.4759
129,-8.7942
130,-7.3955
131,-5.0161
132,-2.2355
133,-2.3523
134,-3.0011
135,-3.2154
136,-3.2154
137,-3.2154
138,-3.2154
139,-3.2154
140,-3.2154
141,-3.2154
142,-2.9954
143,-2.9245
144,-4.4855
145,-6.2955
146,-8.1151
147,-3.977
148,-0.47466
149,2.2669
150,3.537
151,2.6367
152,1.2058
153,0.96462
154,0.96462
155,0.96462
156,0.96462
157,0.96462
158,-0.96463
159,-4.7047
160,-7.3802
161,-10.0804
162,-12.0579
163,-12.2186
164,-12.2186
165,-12.2186
166,-12.2356
167,-13.122
168,-14.3569
169,-14.4695
170,-14.4695
171,-14.4695
172,-14.4695
173,-14.4695
174,-14.4695
175,-14.4695
176,-14.4695
177,-14.4695
178,-17.1222
179,-19.2773
180,-19.2926
181,-19.2926
182,-19.2926
183,-19.2926
184,-19.2926
185,-19.2926
186,-19.2926
187,-19.2926
188,-19.2926
189,-18.7341
190,-13.3517
191,-7.2669
192,-4.0785
193,-3.0776
194,-1.6238
195,-0.24116
196,2.217
197,3.8585
198,3.8585
199,6.1432
200,6.3237
201,6.1093
202,5.5581
203,9.4212
204,9.9678
205,9.0997
206,7.0401
207,7.518
208,9.6463
209,9.6463
210,8.8907
211,8.3601
212,8.3601
213,7.6155
214,6.6299
215,6.1093
216,6.5534
217,8.9228
218,9.0032
219,9.0032
220,9.0032
221,7.1965
222,10.1125
223,10.6109
224,10.6109
225,10.6109
226,10.6109
227,10.9486
228,11.254
229,11.2379
230,7.9582
231,4.8071
232,3.9601
233,3.537
234,3.4727
235,3.2154
236,4.8231
237,12.9421
238,14.1479
239,15.0618
240,15.4341
241,15.4341
242,15.4341
243,15.7235
244,13.6656
245,12.0257
246,11.8971
247,11.7593
248,11.5756
249,11.5756
250,11.5756
251,11.5756
252,9.2788
253,8.3601
254,8.1833
255,8.0386
256,8.0386
257,8.0386
258,8.0386
259,8.207
260,9.3417
261,9.6463
262,9.6463
263,9.6463
264,9.6463
265,9.5786
266,8.9267
267,8.0555
268,8.6817
269,6.7524
270,5.4019
271,8.7621
272,12.2694
273,13.5048
274,14.0633
275,15.4341
276,15.5145
277,17.211
278,17.6543
279,16.7202
280,16.7202
281,16.6238
282,16.045
283,18.2797
284,19.9357
285,19.9357
286,19.9357
287,19.9357
288,19.6785
289,21.1415
290,23.119
291,23.1511
292,23.1511
293,23.1511
294,21.5281
295,19.0726
296,17.4246
297,16.9293
298,16.4833
299,16.2762
300,15.4662
301,18.9871
302,20.6295
303,21.2219
