Time of Rating,07-May-2016 14:25:29
Multimedia File,all_vocal_2.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,-0.87276
3,-2.42
4,9.0997
5,24.2382
6,38.4498
7,39.3967
8,39.5329
9,41.9997
10,45.9003
11,47.2669
12,47.2669
13,47.2669
14,47.2669
15,40.6499
16,32.139
17,28.4244
18,26.0281
19,23.5033
20,22.8296
21,22.8296
22,23.1342
23,24.0851
24,27.6527
25,30.2251
26,31.8634
27,35.7717
28,36.3344
29,37.5402
30,37.6206
31,37.6206
32,37.6206
33,40.346
34,42.1222
35,40.2848
36,34.8621
37,26.8489
38,17.5777
39,13.7587
40,12.5402
41,12.5402
42,12.3871
43,12.2186
44,14.2122
45,10.6722
46,26.9927
47,48.0478
48,52.5977
49,53.8509
50,51.43
51,51.1254
52,51.3551
53,53.1393
54,53.3762
55,53.3762
56,53.3762
57,53.3762
58,53.3762
59,53.3762
60,53.3762
61,53.3762
62,53.3762
63,53.3762
64,47.7109
65,28.6851
66,15.526
67,12.2186
68,12.2186
69,12.2186
70,12.2186
71,10.1107
