Time of Rating,07-May-2016 14:21:53
Multimedia File,all_vocal_2.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,0
3,0.7954
4,24.7435
5,36.876
6,40.4823
7,45.6592
8,50.2285
9,52.1819
10,52.97
11,54.0346
12,55.4019
13,55.627
14,55.627
15,41.5299
16,14.5613
17,4.8062
18,2.3151
19,0.48997
20,-0.30462
21,7.962
22,8.0386
23,8.3448
24,18.3762
25,31.2379
26,37.9083
27,39.0675
28,39.2283
29,39.4821
30,39.5498
31,39.5981
32,39.8883
33,42.2906
34,43.5852
35,27.1222
36,11.5925
37,5.4509
38,0.91386
39,-0.32155
40,-0.32155
41,-0.32155
42,-0.32155
43,-0.096465
44,0
45,8.4278
46,14.2765
47,26.535
48,28.9389
49,30.9447
50,31.0036
51,31.3505
52,34.4358
53,34.7267
54,36.5028
55,37.9083
56,40.1776
57,41.5468
58,44.7267
59,47.91
60,47.91
61,48.0018
62,49.5177
63,49.5177
64,49.5177
65,49.5177
66,42.3825
67,18.6664
68,2.8633
69,-2.1831
70,-5.7418
71,-5.7878
