Time of Rating,06-May-2016 08:45:06
Multimedia File,all_vocal_2.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0.93247
2,8.2476
3,22.4065
4,30.2251
5,41.4283
6,44.373
7,51.1576
8,56.1415
9,56.5916
10,56.5916
11,56.5916
12,38.955
13,-12.926
14,-58.1486
15,-88.2958
16,-100
17,-100
18,-100
19,-100
20,-97.701
21,-91.8489
22,-59.6717
23,-41.6475
24,-15.1125
25,13.9871
26,45.8284
27,65.2427
28,73.746
29,76.8319
30,97.6267
31,100
32,100
33,100
34,100
35,97.3473
36,85.5136
37,57.9697
38,29.2266
39,-3.2001
40,-27.8296
41,-52.8617
42,-67.1704
43,-73.3441
44,-77.3633
45,-73.4811
46,-23.2736
47,29.2444
48,47.4759
49,41.9453
50,28.0589
51,40.8207
52,42.9007
53,43.0868
54,43.0868
55,43.1037
56,52.5647
57,62.2948
58,64.3087
59,64.3087
60,64.3087
61,64.3087
62,64.3087
63,63.0684
64,27.8897
65,7.4414
66,6.1415
67,-23.3119
68,-74.7106
69,-98.6123
70,-100
71,-99.4998
