Time of Rating,06-May-2016 09:40:14
Multimedia File,all_vocal_1.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,2.508
2,18.8264
3,29.7174
4,29.9035
5,29.9035
6,29.9035
7,29.9196
8,34.4051
9,45.8521
10,56.1347
11,58.8425
12,59.5659
13,71.3344
14,81.9132
15,82.3828
16,94.6103
17,100
18,100
19,100
20,100
21,100
22,100
23,98.3119
24,97.2415
25,100
26,99.7292
27,99.6784
28,99.6784
29,99.6784
30,99.6784
31,99.6784
32,94.5659
33,74.615
34,53.0393
35,37.8617
36,30.8682
37,30.8682
38,29.6835
39,29.2604
40,29.2604
41,29.2604
42,29.2604
43,29.2604
44,29.2604
45,29.2604
46,29.2604
47,31.5756
48,43.6495
49,49.0193
50,55.4747
51,65.2427
52,66.5595
53,66.5595
54,70.0804
55,70.418
56,70.418
57,70.3672
58,50.6507
59,25.4823
60,15.418
61,15.1125
62,15.1125
63,15.1125
64,15.1125
65,15.1125
66,16.3183
67,26.8649
68,55.9164
69,77.7966
70,71.2142
71,63.4084
72,59.9196
73,59.4855
74,59.4855
75,59.4855
76,59.4855
77,59.4855
78,59.4855
79,59.4855
80,59.4855
81,57.5241
82,34.9839
83,-13.9448
84,-53.4068
85,-83.8551
86,-99.1272
87,-100
88,-100
89,-100
