Time of Rating,06-May-2016 09:21:23
Multimedia File,module2.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,2.4877
2,19.7673
3,18.5691
4,-23.1029
5,-48.9389
6,-50.8039
7,-50.8039
8,-42.0257
9,-26.4791
10,-23.7773
11,-23.4727
12,-23.4727
13,-23.4727
14,-23.4727
15,-23.4727
16,-23.4727
17,-23.5065
18,-21.4362
19,-12.2508
20,-12.2186
21,-12.2186
22,-12.2186
23,-12.2186
24,-11.8328
25,-7.492
26,-7.3955
27,-7.3955
28,-7.3955
29,-10.4925
30,-23.3042
31,-29.4695
32,-30.8682
33,-30.8682
34,-30.8682
35,-30.8682
36,-30.8682
37,-30.8682
38,-26.5595
39,-24.7588
40,-24.7588
41,-24.7588
42,-24.7588
43,-24.7588
44,-24.7588
45,-24.7588
46,-24.7588
47,-24.7588
48,-24.7588
49,-24.7588
50,-24.7588
51,-24.7588
52,-24.7588
53,-24.7588
54,-24.7588
55,-21.9132
56,-15.7556
57,-9.1725
58,-0.67525
59,-0.6431
60,7.7509
61,10.6109
62,10.6109
63,10.6109
64,10.6109
65,10.6109
66,10.6109
67,10.6109
68,10.6109
69,10.6448
70,11.254
71,11.254
72,11.254
73,11.254
74,10.8521
75,7.2829
76,1.2862
77,1.2862
78,1.2862
79,1.2862
80,1.2862
81,1.2862
82,1.9446
83,9.1801
84,17.8296
85,25.7235
86,28.9389
87,28.9389
88,28.9389
89,28.9389
90,28.9389
91,28.9389
92,28.9389
93,27.5343
94,25.4325
95,25.4019
96,25.4019
97,25.4019
98,25.4019
99,26.78
100,35.979
101,36.9775
102,36.9775
103,36.9775
104,40.8199
105,49.0438
106,49.5177
107,49.5177
108,49.4258
109,45.0322
110,33.7781
111,31.1897
112,31.1897
113,31.1897
114,31.1897
115,31.1897
116,31.1897
117,31.1897
118,31.1897
119,31.1897
120,31.1897
121,31.1897
122,59.9518
123,99.1538
124,99.0201
125,100
126,99.7292
127,93.416
128,91.9614
129,83.8463
130,73.4566
131,55.4916
132,53.6978
133,54.0354
134,57.1704
135,57.2347
136,57.2347
137,57.2347
138,57.2347
139,57.2347
140,57.2347
141,57.2347
142,57.2347
143,57.2347
144,57.2347
145,57.2347
146,48.6143
147,32.6451
148,24.1158
149,16.2058
150,11.5273
151,6.2219
152,2.1154
153,1.8221
154,1.6077
155,1.6077
156,0.65915
157,0.64307
158,0.64307
159,0.64307
160,0.64307
161,0.64307
162,0.64307
163,0.64307
164,0.64307
165,0.64307
166,0.64307
167,0.64307
168,0.64307
169,0.64307
170,14.2283
171,26.3666
172,26.3666
173,26.3666
174,26.3666
175,26.2481
176,14.5919
177,-16.3023
178,-23.4727
179,-23.4727
180,-23.4727
181,-23.4727
182,-23.4727
183,-23.4727
184,-23.4727
185,-23.4727
186,-23.4727
187,-23.4727
188,-23.4727
189,-23.4727
190,-23.4727
191,-23.4727
192,-23.4727
193,-23.4727
194,-23.4727
195,-23.4727
196,-23.4727
197,-23.4727
198,-23.4727
199,-23.4727
200,-21.0381
201,-1.6923
202,20.4716
203,22.508
204,22.508
205,22.508
206,22.508
207,22.508
208,22.508
209,22.508
210,22.508
211,22.508
212,22.508
213,22.508
214,22.508
215,22.508
216,22.508
217,22.508
218,22.508
219,22.508
220,22.508
221,22.508
222,22.508
223,22.508
224,22.508
225,22.508
226,22.508
227,22.508
228,22.508
229,21.4469
230,13.5201
231,11.8971
232,11.8971
233,11.8971
234,13.7587
235,15.1125
236,15.1125
237,15.1125
238,15.1125
239,15.1125
240,15.1125
241,15.1125
242,15.1125
243,15.1125
244,15.1125
245,15.1125
246,15.1125
247,15.1125
248,15.1125
249,15.1125
250,15.1125
251,15.1125
252,15.1125
253,15.1125
254,15.1125
255,15.1125
256,15.1125
257,15.1125
258,15.1125
259,15.1125
260,14.4018
261,11.7287
262,11.5756
263,11.5756
264,11.5756
265,11.5756
266,11.5756
267,11.5756
268,11.5756
269,11.5756
270,11.5756
271,11.5756
272,11.5756
273,17.0265
274,28.537
275,28.6173
276,28.6173
277,28.6173
278,28.2805
279,27.9743
280,27.9743
281,27.9743
282,27.9743
283,27.9743
284,26.6035
285,12.1574
286,-4.3891
287,-5.1447
288,-5.1447
289,-6.094
290,-26.0129
291,-35.2175
292,-52.7944
293,-60.1286
294,-60.1286
295,-60.209
296,-65.2572
297,-72.9743
298,-72.9904
299,-72.9904
300,-67.2195
301,-56.2395
302,-57.283
303,-64.6463
304,-65.2894
305,-74.1242
306,-78.9313
307,-88.2044
308,-95.3759
309,-100
310,-100
311,-99.1479
312,-98.8585
313,-100
314,-100
315,-100
316,-100
317,-100
318,-100
319,-100
320,-100
321,-100
322,-100
323,-100
324,-100
325,-91.2877
326,-75.7395
327,-74.6141
328,-74.2765
329,-74.2765
330,-79.4212
331,-96.463
332,-100
333,-100
334,-100
335,-100
336,-100
337,-100
338,-100
339,-100
340,-100
341,-100
342,-100
343,-100
344,-95.4218
345,-71.7363
346,-64.0997
347,-60.1769
348,-57.5563
349,-57.5563
350,-57.5563
351,-70.9386
352,-93.5014
353,-100
354,-100
355,-100
356,-100
357,-98.24
358,-87.6742
359,-87.1383
360,-87.1383
361,-87.1865
362,-95.6913
363,-87.0579
364,-79.0151
365,-83.1113
366,-97.8846
367,-100
368,-100
369,-100
370,-100
371,-100
372,-100
373,-100
374,-100
375,-100
376,-100
377,-100
378,-100
379,-100
380,-91.7363
381,-76.6881
382,-59.9196
383,-45.8284
384,-40.5757
385,-39.5498
386,-37.0081
387,-18.8865
388,3.0317
389,6.7524
390,6.7524
391,3.537
392,-23.8103
393,-40.2412
394,-31.6881
395,-11.5756
396,-15.6752
397,-35.8098
398,-48.7521
399,-53.6978
400,-53.6978
401,-53.955
402,-54.0193
403,-54.0193
404,-54.0193
405,-54.0193
406,-54.0193
407,-54.0193
408,-54.0193
409,-54.0193
410,-51.7524
411,-32.6959
412,-19.3385
413,-17.3633
414,-17.3633
415,-17.3633
416,-17.3633
417,-17.3633
418,-17.3633
419,-17.3633
420,-17.3633
421,-17.3633
422,-16.4952
423,6.2278
424,15.7556
425,15.7556
426,16.7509
427,27.3633
428,28.1993
