Time of Rating,19-Apr-2016 14:42:21
Multimedia File,module1.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0.32155
2,3.2307
3,6.1576
4,8.9355
5,4.9303
6,0.27078
7,-2.802
8,1.4791
9,6.5595
10,11.8328
11,18.0234
12,21.881
13,22.508
14,22.508
15,22.7974
16,22.8296
17,22.8296
18,22.8296
19,22.0511
20,20.9003
21,20.3185
22,20.2572
23,20.1347
24,19.6141
25,18.3127
26,14.8875
27,10.5145
28,7.6688
29,4.5185
30,6.4462
31,10.2572
32,10.6109
33,9.4534
34,7.1061
35,4.8392
36,1.8616
37,-3.1695
38,-6.7042
39,-7.3955
40,-8.3601
41,-7.3312
42,-0.48997
43,2.2508
44,2.4499
45,4.0354
46,6.7363
47,9.3248
48,12.6417
49,19.262
50,21.9326
51,23.1511
52,27.6697
53,29.9035
54,29.9035
55,29.9035
56,29.9035
57,30.5305
58,31.2701
59,32.6282
60,33.9917
61,34.7267
62,34.7267
63,34.7267
64,34.7267
65,34.7267
66,34.7267
67,34.7267
68,34.7267
69,34.7267
70,34.7267
71,34.7267
72,34.4205
73,33.0868
74,32.4437
75,32.0257
76,30.8512
77,29.5514
78,29.142
79,28.6173
80,28.6173
81,26.9589
82,21.0075
83,16.8556
84,9.6769
85,4.6945
86,7.1865
87,12.91
88,17.7187
89,17.3787
90,16.0611
91,14.5177
92,16.1415
93,17.3633
94,17.8778
95,19.5295
96,19.6295
97,21.4757
98,23.9014
99,25.6896
100,26.9178
101,27.1543
102,27.5173
103,21.8956
104,17.8617
105,15.0482
106,13.5894
107,12.4024
108,11.5756
109,10.9325
110,9.4626
111,4.7216
112,4.6853
113,4.8231
114,4.8231
115,4.8231
116,4.8231
117,4.8231
118,4.4339
119,5.5581
120,12.3794
121,16.7363
122,18.9228
123,19.6988
124,19.9357
125,19.9357
126,20.0888
127,20.5145
128,20.7819
129,21.0841
130,22.2542
131,22.8296
132,22.9743
133,20.1608
134,18.0064
135,18.1757
136,20.64
137,21.6788
138,23.3961
139,23.4727
140,23.5404
141,27.959
142,29.1157
143,29.9035
144,29.9035
145,31.0289
146,37.9929
147,42.6366
148,43.0868
149,43.0868
150,42.9184
151,42.4437
152,42.4437
153,42.4437
154,47.8135
155,52.09
156,52.09
157,52.09
158,52.09
159,52.09
160,52.2508
161,52.4116
162,52.4116
163,52.4116
164,52.4116
165,52.4116
166,52.4116
167,52.2026
168,50.8885
169,50.6201
170,50.1608
171,47.8028
172,43.493
173,38.1412
174,31.8328
175,26.2481
176,21.6046
177,18.6495
178,18.6495
179,19.6142
180,24.4881
181,27.5915
182,29.2097
183,29.2604
184,29.2604
185,29.2604
186,28.2476
187,25.3342
188,23.2889
189,21.463
190,17.717
191,14.3408
192,10.0965
193,6.6509
194,3.3923
195,0.84214
196,-2.1493
197,-6.4462
198,-8.4888
199,-6.2058
200,-5.4502
201,-1.5231
202,0.99525
203,2.64
204,4.8231
205,8.2924
206,11.3344
207,11.9277
208,13.0648
209,14.3776
210,15.1125
211,15.2894
212,15.7556
213,15.7556
214,16.8887
215,23.7942
216,32.4146
217,34.1851
218,36.2732
219,39.7588
220,43.4253
221,47.5272
222,47.9438
223,49.5177
224,50.4823
225,50.4058
226,49.0997
227,47.3684
228,44.4189
229,44.0514
230,44.0514
231,44.0514
232,44.0514
233,43.5048
234,43.4084
235,43.194
236,43.0868
237,43.0868
238,42.717
239,41.9775
240,39.7191
241,37.9421
242,37.4522
243,34.7944
244,30.6538
245,26.6238
246,22.7974
247,20.2572
248,17.448
249,16.0312
250,17.3794
251,22.1543
252,26.6373
253,28.344
254,28.9389
255,29.2774
256,30.4701
257,30.5466
258,30.5466
259,30.5466
260,29.9374
261,28.2805
262,27.3312
263,27.3312
264,27.2804
265,27.4078
266,28.6334
267,28.9389
268,28.9389
269,28.9389
270,28.9389
271,28.9389
272,28.9389
273,28.9389
274,28.4481
275,27.7293
276,26.3158
277,25.8
278,29.1081
279,31.9132
280,33.4864
281,33.762
282,34.2214
283,35.3376
284,36.5756
285,36.9775
286,37.1806
287,38.2637
288,38.2637
289,38.4933
290,38.5852
291,38.5852
292,38.5852
293,38.9575
294,39.2283
295,39.2283
296,39.2283
297,38.6334
298,36.3505
299,34.9678
300,34.7944
301,39.5651
302,42.1865
303,44.9357
304,47.91
305,48.553
306,48.553
307,48.553
308,49.043
309,50.0931
310,50.1608
311,52.547
312,53.3762
313,53.3762
314,53.2797
315,51.7685
316,49.6141
317,49.1158
318,48.4515
319,47.7653
320,46.1338
321,45.9807
322,45.2304
323,42.4776
324,41.8007
325,42.1061
326,42.1222
327,42.1222
328,42.1222
329,42.1222
330,41.8514
331,41.8007
332,42.7814
333,48.4177
334,51.9829
335,52.9531
336,53.0547
337,53.0547
338,52.8709
339,51.881
340,51.7685
341,51.7685
342,51.7685
343,52.2125
344,52.4116
345,51.3022
346,47.074
347,45.0161
348,42.2906
349,40.3283
350,35.0023
351,34.164
352,40.9714
353,42.7653
354,42.0037
355,42.6428
356,46.6399
357,50.5466
358,56.1009
359,59.4052
360,64.0178
361,65.5948
362,65.3537
363,63.3762
364,59.2444
365,55.0161
366,53.5285
367,49.3186
368,50.7869
369,55.7495
370,56.8116
371,56.4469
372,54.3255
373,50.5669
374,47.2516
375,43.2053
376,41.816
377,44.2714
378,47.0066
379,46.2379
380,42.613
381,38.4474
382,34.6252
383,32.7821
384,28.3466
385,22.508
386,18.9864
387,14.7402
388,9.5697
389,3.7908
390,-0.70434
391,-5.1125
392,-1.7262
393,5.7725
394,7.7001
395,7.6558
396,7.3955
397,8.5286
398,9.3087
399,10.8648
400,10.9325
401,10.9325
402,9.6463
403,7.5402
404,2.6688
405,5.077
406,12.8135
407,17.0112
408,17.0418
