Time of Rating,13-May-2016 16:30:16
Multimedia File,mid_seg.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,-3.5668
2,-3.3784
3,-9.2461
4,-9.2664
5,-9.2664
6,-9.2664
7,-9.2664
8,-9.4087
9,-11.0498
10,-12.3552
11,-12.5207
12,-10.9267
13,5.251
14,13.2818
15,13.5135
16,13.5135
17,13.5135
18,13.8628
19,13.8996
20,13.61
21,12.2587
22,5.568
23,-5.2767
24,-6.9498
25,-6.9884
26,-7.3359
27,-7.3359
28,-7.3359
29,-7.3359
30,-7.5014
31,-8.61
32,-10.0386
33,-10.0386
34,-10.4247
35,-12.7413
36,-13.1274
37,-13.1274
38,-15.8301
39,-16.9884
40,-16.9884
41,-16.9884
42,-16.9884
43,-16.9884
44,-13.1081
45,-13.7777
46,-17.8484
47,-18.1467
48,-18.1467
49,-18.1467
50,-18.1467
51,-18.1467
52,-18.1467
53,-18.1467
54,-18.1467
55,-18.1467
56,-18.1467
57,-18.1467
58,-18.4041
59,-18.5328
60,-18.5328
61,-18.5328
62,-18.5328
63,-18.5328
64,-18.5328
65,-18.5328
66,-18.61
67,-18.9189
68,-19.2131
69,-19.0612
70,-12.5207
71,-16.9112
72,-17.973
73,-15.2896
74,-15.1189
75,-19.3602
76,-20.7915
77,-20.9459
78,-20.7143
79,-20.9266
80,-21.7761
81,-22.0077
82,-22.0077
83,-22.0077
84,-22.0077
85,-22.0077
86,-22.0077
87,-22.0077
88,-22.0077
89,-22.0077
90,-22.3552
91,-22.3938
92,-22.3938
93,-22.3938
94,-22.3938
95,-22.3938
96,-22.3754
97,-19.0815
98,-19.5257
99,-19.5946
100,-19.874
101,-21.6584
102,-22.0077
103,-22.2467
104,-22.3938
105,-22.3359
106,-21.0618
107,-21.6216
108,-20.9781
109,-20.4633
110,-20.4633
111,-20.8291
112,-21.2355
113,-21.2355
114,-19.8334
115,-17.3745
116,-17.6793
117,-17.7606
118,-17.7413
119,-16.9884
120,-16.9884
121,-15.9521
122,-14.5247
123,-13.229
124,-10.8844
125,-10.8108
126,-10.8108
127,-11.39
128,-11.9112
129,-12.8379
130,-12.722
131,-10.2896
132,-9.6525
133,-10.2703
134,-11.5095
135,-11.4205
136,-13.0171
137,-16.0232
138,-19.556
139,-21.1583
140,-23.8773
141,-25.0965
142,-25.5842
143,-28.0015
144,-28.5714
145,-28.5714
146,-28.5714
147,-28.5714
148,-28.5714
149,-29.305
150,-29.3436
151,-29.3436
152,-29.3436
153,-29.3436
154,-29.3436
155,-29.3436
156,-29.3436
157,-29.3436
158,-29.3436
159,-29.3436
160,-29.0541
161,-29.5672
162,-30.1158
163,-30.2174
164,-30.7226
165,-29.0155
166,-32.6641
167,-33.3784
168,-29.6078
169,-28.5714
170,-28.5105
171,-27.3605
172,-30.0549
173,-28.7137
174,-27.2844
175,-27.0677
176,-27.4131
177,-26.5251
178,-25.2896
179,-25.0965
180,-25.0965
181,-25.4826
182,-25.0559
183,-24.3243
184,-24.3243
185,-24.3243
186,-24.3243
187,-24.3243
188,-24.3243
189,-24.3243
190,-24.1699
191,-27.0677
192,-27.9151
193,-25.1701
194,-29.2014
195,-29.362
196,-28.1274
197,-25.8494
198,-23.8996
199,-20.7478
200,-22.4674
201,-25.3201
202,-28.8288
203,-29.9329
204,-28.7921
205,-27.1815
206,-25.2388
207,-25.0046
208,-24.6718
209,-19.8263
210,-19.6911
211,-19.6911
212,-19.6911
213,-19.6911
214,-20.0221
215,-21.9264
216,-22.3203
217,-23.3591
218,-21.7761
219,-19.305
220,-18.8173
221,-18.5328
222,-18.5328
223,-18.5144
224,-19.3822
225,-22.3938
226,-22.3938
227,-22.3938
228,-21.7871
229,-22.089
230,-22.7799
231,-22.7799
232,-22.3125
233,-20.5001
234,-23.1457
235,-21.0884
236,-18.1467
237,-18.1467
238,-18.1467
239,-18.1467
240,-18.1467
