Time of Rating,13-May-2016 16:12:44
Multimedia File,start_seg.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,0
3,2.8043
4,8.0897
5,10.9266
6,12.8185
7,14.2085
8,15.566
9,16.2162
10,14.2278
11,13.2046
12,16.9071
13,17.0252
14,16.5251
15,16.2162
16,16.2162
17,16.2162
18,16.2162
19,16.2162
20,16.3082
21,17.659
22,20.1179
23,17.5951
24,17.3745
25,18.1467
26,19.305
27,19.2441
28,18.5512
29,16.9884
30,16.9884
31,17.2526
32,17.8893
33,17.9923
34,15.9073
35,18.3398
36,18.5328
37,18.5328
38,18.5328
39,18.5328
40,18.3012
41,16.8258
42,18.349
43,18.9189
44,18.0502
45,17.7606
46,18.1081
47,18.2046
48,15.7082
49,13.679
50,16.5414
51,18.2938
52,18.5328
53,18.5328
54,18.5328
55,18.5328
56,18.8454
57,18.9189
58,19.1506
59,19.6911
60,19.6911
61,19.6911
62,19.6911
63,19.6911
64,19.556
65,18.9382
66,20.0386
67,20.8494
68,20.8494
69,20.5405
70,19.6911
71,19.6911
72,19.6911
73,20.6564
74,20.6869
75,18.4041
76,17.8185
77,19.7104
78,20.0772
79,20.0772
80,20.0772
81,19.3243
82,19.9807
83,20.0772
84,20.0772
85,19.9614
86,17.1235
87,16.1583
88,20
89,19.1506
90,20.4826
91,20.8494
92,20.8494
93,20.8494
94,20.8494
95,20.3211
96,20.0772
97,20.5792
98,21.2934
99,23.4363
100,25.0965
101,25.0965
102,25.0965
103,25.0965
104,25.0965
105,25.0965
106,25.0965
107,25.0965
108,25.0965
109,22.9222
110,24.4346
111,26.6023
112,26.7954
113,24.8069
114,26.011
115,26.2548
116,26.2548
117,26.2548
118,26.2548
119,26.2548
120,26.2548
121,26.2548
122,26.2548
123,26.2548
124,26.2548
125,26.2548
126,26.2548
127,26.2548
128,26.2548
129,25.9846
130,25.6249
131,25.1149
132,25.0965
133,25.0965
134,25.0965
135,25.0965
136,25.0965
137,25.0965
138,25.0965
139,25.0965
140,25.0965
141,25.0965
142,25.0356
143,24.4898
144,21.5444
145,23.6293
146,23.1467
147,21.6795
148,21.1583
149,19.1892
150,18.9189
151,18.9189
152,18.9189
153,19.0155
154,23.5724
155,24.7104
156,24.8324
157,26.0894
158,26.2548
159,26.2548
160,26.2548
161,26.0923
162,25.8687
163,25.8687
164,25.8687
165,25.8687
166,25.8687
167,25.8687
168,25.8687
169,25.8687
170,25.8687
171,25.8687
172,25.8687
173,25.8687
174,25.8687
175,26.2548
176,27.6255
177,29.3436
178,29.3436
179,29.3436
180,29.3436
181,29.3436
182,29.3436
183,29.3436
184,29.3436
185,29.3436
186,29.3436
187,29.3436
188,27.6338
189,25.2388
190,24.5082
191,20.2124
192,18.0045
193,17.3194
194,13.4942
195,11.9691
196,12.4162
197,14.2122
198,17.8378
199,19.9035
200,17.0463
201,16.6023
202,17.062
203,17.4904
204,20.9597
205,21.6216
206,21.6216
207,21.4745
208,20.1992
209,19.1396
210,18.668
211,18.7066
212,18.9189
213,19.0205
214,20.2611
215,21.1746
216,21.2355
217,21.0232
218,18.8417
219,16.0039
220,19.8131
221,21.9158
222,22.3938
223,23.7259
224,26.8533
225,27.7992
226,27.7992
227,27.4334
228,27.4131
229,27.4131
230,27.4131
231,27.4131
232,27.4131
233,27.4131
234,27.4131
235,27.4131
236,27.4131
237,27.4131
238,26.4865
239,25.4217
240,26.2548
