Time of Rating,13-May-2016 15:32:17
Multimedia File,all_vocal_2.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,2.0211
2,4.0108
3,5.8337
4,6.1093
5,6.1093
6,6.1093
7,6.9724
8,7.7171
9,7.926
10,8.6174
11,8.6986
12,9.5981
13,6.8137
14,1.3877
15,-0.32155
16,-0.32155
17,-0.51448
18,-0.6431
19,-0.6431
20,-0.6431
21,-0.6431
22,-0.6431
23,-0.6431
24,1.4469
25,5.4203
26,6.177
27,6.4309
28,6.4309
29,6.4309
30,6.4309
31,6.4309
32,6.4309
33,6.4309
34,6.3543
35,2.7416
36,-4.6088
37,-4.8231
38,-4.8231
39,-4.8231
40,-4.8231
41,-4.8231
42,-4.8231
43,-4.5322
44,-0.85209
45,0.60923
46,0.64307
47,1.32
48,2.6795
49,3.537
50,3.537
51,3.537
52,3.537
53,3.537
54,3.537
55,3.537
56,3.537
57,3.537
58,3.537
59,3.537
60,3.6901
61,4.5016
62,4.5016
63,4.5016
64,4.5016
65,4.3638
66,2.5216
67,-1.5618
68,-1.6077
69,-1.6077
70,-1.6077
71,-2.9277
