Time of Rating,26-Apr-2016 12:30:02
Multimedia File,end_seg.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0.3981
2,3.7231
3,5.9003
4,12.1865
5,19.2926
6,27.6987
7,29.582
8,28.8623
9,23.8788
10,19.8898
11,18.971
12,18.971
13,18.971
14,22.9421
15,28.5408
16,34.1851
17,35.3698
18,35.3698
19,37.7974
20,42.4897
21,47.717
22,51.4977
23,54.3255
24,54.3408
25,54.3408
26,54.3408
27,54.3408
28,54.3408
29,54.3408
30,54.3408
31,54.3408
32,54.3408
33,54.3408
34,54.3408
35,54.3408
36,54.3408
37,50.8377
38,45.797
39,45.6592
40,44.4855
41,41.9384
42,40.5145
43,40.5145
44,40.5145
45,40.5145
46,36.672
47,36.0128
48,35.4923
49,27.6697
50,23.9933
51,20.7649
52,16.9775
53,14.1785
54,11.1525
55,8.3907
56,8.3601
57,8.3601
58,8.4084
59,11.6215
60,19.3434
61,26.7187
62,32.9159
63,36.5488
64,40.9375
65,45.3376
66,47.3894
67,47.91
68,47.91
69,47.91
70,47.91
71,47.91
72,47.91
73,47.91
74,47.91
75,47.91
76,47.91
77,47.91
78,47.91
79,47.91
80,47.91
81,47.91
82,47.91
83,48.4727
84,49.4534
85,45.1684
86,38.8585
87,34.0683
88,28.8374
89,25.5857
90,25.4019
91,25.4019
92,24.6976
93,20.6109
94,14.0514
95,8.4109
96,5.4662
97,2.9785
98,-2.074
99,-5.2825
100,-6.2278
101,-7.8855
102,-7.6493
103,-2.8939
104,5.2733
105,7.1755
106,11.055
107,15.4002
108,20.9769
109,24.7927
110,30.4823
111,36.7846
112,40.9646
113,41.4944
114,43.3068
115,45.8582
116,47.9607
117,49.5177
118,49.5177
119,49.5177
120,49.5177
121,49.5177
122,49.5177
123,49.5177
124,49.5177
125,49.5177
126,49.5177
127,49.5177
128,48.9931
129,43.393
130,33.8746
131,27.145
132,22.8778
133,16.7846
134,11.1775
135,8.2586
136,7.9008
137,8.5048
138,14.1648
139,25.4938
140,32.222
141,38.2177
142,45.209
143,45.6592
144,45.9325
145,46.3482
146,46.9453
147,46.9453
148,47.7069
149,50.1125
150,53.1672
151,56.5304
152,57.5563
153,59.2712
154,59.4855
155,59.4855
156,59.4855
157,59.4855
158,59.4855
159,59.4855
160,59.4855
161,59.4855
162,59.4855
163,59.4855
164,59.4855
165,59.4855
166,59.4855
167,59.4855
168,59.4855
169,59.4855
170,57.2508
171,52.8296
172,49.8231
173,42.459
174,35.7929
175,30.3169
176,25.8081
177,21.6399
178,18.6955
179,25.5712
180,37.9881
181,47.1823
182,49.7474
183,39.6141
184,27.9066
185,16.6131
186,11.254
187,6.9361
188,8.344
189,14.9518
190,21.9936
191,26.2989
192,33.8585
193,39.0836
194,43.6227
195,45.0161
196,45.0161
197,45.0314
198,45.5238
199,45.6439
200,40.2945
201,35.921
202,31.5282
203,28.602
204,25.0804
205,22.6206
206,20.395
207,19.9357
208,19.9204
209,16.4309
210,11.5417
211,10.3376
212,4.3569
213,1.0871
214,-1.4892
215,-4.0576
216,-4.5016
217,-7.8617
218,-14.1632
219,-18.328
220,-20.7778
221,-25.165
222,-26.4737
223,-27.602
224,-28.5852
225,-29.0461
226,-30.4959
227,-35.5995
228,-38.4498
229,-39.4886
230,-44.0007
231,-45.4662
232,-46.8994
233,-46.6746
234,-44.4649
235,-42.4437
236,-41.28
237,-37.9582
238,-36.2667
239,-36.0741
240,-38.8122
