Time of Rating,06-May-2016 11:45:42
Multimedia File,video.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,0
3,0
4,0
5,0.40193
6,-3.344
7,-19.8232
8,-18.6495
9,-19.1158
10,-20.2572
11,-19.7267
12,-18.7511
13,-20.5627
14,-21.7578
15,-22.1865
16,-22.508
17,-27.6849
18,-33.4405
19,-34.7267
20,-34.7267
21,-34.7267
22,-34.7267
23,-34.7267
24,-34.7267
25,-33.8233
26,-32.6849
27,-31.1897
28,-31.1897
29,-30.9003
30,-29.5659
31,-29.4466
32,-29.8117
33,-29.8553
34,-34.0498
35,-34.4052
36,-34.4052
37,-33.364
38,-33.119
39,-33.119
40,-33.119
41,-33.8805
42,-34.1755
43,-34.0836
44,-34.0836
45,-34.0836
46,-34.0836
47,-34.0836
48,-34.0836
49,-34.0836
50,-33.3601
51,-33.119
52,-32.701
53,-31.8328
54,-31.8328
55,-31.8328
56,-31.8328
57,-31.8328
58,-32.5402
59,-32.7492
60,-32.4759
61,-32.4759
62,-32.1882
63,-31.5113
64,-31.5113
65,-31.5113
66,-31.5113
67,-31.4605
68,-29.2605
69,-27.3312
70,-27.469
71,-28.6174
72,-29.4442
73,-30.5466
74,-30.2759
75,-28.204
76,-27.9743
77,-28.5691
78,-28.9389
79,-29.5514
80,-30.2251
81,-30.2251
82,-30.3017
83,-30.8682
84,-30.8682
85,-30.6913
86,-30.5466
87,-29.6126
88,-29.164
89,-31.045
90,-37.0113
91,-39.2283
92,-38.7299
93,-37.9421
94,-37.9421
95,-37.9421
96,-37.9421
97,-37.9421
98,-37.9421
99,-38.8761
100,-40.4976
101,-39.6723
102,-39.5498
103,-39.2436
104,-38.5852
105,-38.5852
106,-38.3762
107,-37.9421
108,-41.0351
109,-41.8007
110,-41.8007
111,-41.8007
112,-41.8007
113,-41.8007
114,-42.3591
115,-42.4437
116,-42.4437
117,-42.3955
118,-41.8176
119,-41.8007
120,-40.8513
121,-39.8883
122,-38.7536
123,-35.5306
124,-34.0836
125,-34.1479
126,-35.8267
127,-32.5831
128,-26.7685
129,-26.3666
130,-26.3666
131,-26.3666
132,-26.3666
133,-26.3666
134,-26.3666
135,-26.3666
136,-26.3666
137,-26.5019
138,-26.1828
139,-25.2733
140,-28.6005
141,-28.6174
142,-28.922
143,-29.2604
144,-29.2604
145,-29.2604
146,-26.9484
147,-30.5466
148,-35.2894
149,-35.3698
150,-35.3698
151,-35.3698
152,-35.1667
153,-34.8339
154,-32.8144
155,-31.3122
156,-14.5659
157,0.88424
158,0.08038
159,-0.32155
160,-0.32155
161,-0.32155
162,-0.32155
163,-0.32155
164,-0.32155
165,-0.32155
166,-0.32155
167,-0.32155
168,-0.32155
