Time of Rating,06-May-2016 11:49:12
Multimedia File,video.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,0.89694
3,10.7235
4,16.5518
5,20.9003
6,20.9003
7,20.9003
8,20.8697
9,19.0514
10,18.8424
11,16.4791
12,15.5864
13,15.1125
14,14.2495
15,12.8617
16,12.9421
17,12.2356
18,4.1954
19,3.537
20,3.537
21,3.537
22,3.537
23,2.7867
24,-1.9462
25,-2.8939
26,-2.8939
27,-3.0317
28,-10.627
29,-14.4695
30,-13.4742
31,-12.5402
32,-12.1421
33,-9.5177
34,-9.3247
35,-9.3247
36,-3.7062
37,8.8348
38,9.9678
39,10.0903
40,10.2894
41,12.074
42,12.5402
43,12.3371
44,12.9842
45,15.7556
46,16.0772
47,17.9903
48,17.9582
49,16.5595
50,15.8233
51,13.9948
52,13.2848
53,11.744
54,10.7463
55,11.6674
56,15.0804
57,17.431
58,20.8391
59,21.2219
60,19.8232
61,15.7049
62,6.7677
63,-5.0643
64,-7.3955
65,-7.3955
66,-7.3955
67,-7.3955
68,-8.1063
69,-8.3441
70,-7.6711
71,-16.4833
72,-18.6495
73,-18.6495
74,-18.6495
75,-18.6495
76,-18.6495
77,-18.2154
78,-17.0418
79,-17.0418
80,-17.0418
81,-17.0418
82,-16.9614
83,-15.671
84,-21.8803
85,-23.7942
86,-23.6105
87,-21.865
88,-21.865
89,-21.865
90,-19.7157
91,-18.3892
92,-16.7203
93,-15.9394
94,-15.7556
95,-15.4502
96,-13.0225
97,-11.5756
98,-11.8206
99,-15.418
100,-15.7556
101,-15.7556
102,-15.7556
103,-15.7556
104,-15.7556
105,-15.7556
106,-15.7556
107,-15.7556
108,-15.7556
109,-13.2315
110,-9.0032
111,-8.0386
112,-6.829
113,-5.4663
114,-5.4663
115,-5.4663
116,-5.4663
117,-5.4663
118,-5.4663
119,-5.4663
120,-5.4663
121,-2.848
122,-0.6431
123,-0.6431
124,-0.6431
125,-0.6431
126,-0.41342
127,-0.96463
128,-9.4695
129,-10.0643
130,-11.7787
131,-13.2905
132,-14.1479
133,-14.1479
134,-14.1479
135,-13.4405
136,-6.0129
137,7.8694
138,12.6321
139,13.1833
140,13.7957
141,14.791
142,14.4695
143,13.0149
144,15.7556
145,15.4494
146,14.6463
147,14.3408
148,14.1479
149,14.6624
150,16.5212
151,18.0064
152,19.5988
153,17.7813
154,5.9062
155,0.69131
156,0.64307
157,0.64307
158,0.64307
159,0.64307
160,0.64307
161,0.64307
162,0.64307
163,0.64307
164,0.64307
165,0.64307
166,0.64307
167,0.64307
168,0.64307
