Time of Rating,26-Apr-2016 14:21:32
Multimedia File,all_vocal_1.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,-2.2026
3,-9.6769
4,-15.4172
5,-23.5799
6,-28.6851
7,-29.8714
8,-33.119
9,-33.119
10,-33.119
11,-33.3051
12,-33.4405
13,-33.4405
14,-30.7235
15,-21.4056
16,-19.9357
17,-20.9156
18,-24.725
19,-30.5145
20,-36.6077
21,-40.1447
22,-43.4237
23,-45.6592
24,-47.2516
25,-44.4407
26,-37.8135
27,-32.4146
28,-29.3281
29,-28.0815
30,-27.9743
31,-27.9743
32,-27.365
33,-25.1286
34,-23.3042
35,-20.9173
36,-20.2572
37,-21.0019
38,-24.8966
39,-30.1608
40,-33.3051
41,-37.299
42,-38.746
43,-39.7489
44,-40.7853
45,-40.836
46,-37.3909
47,-32.5774
48,-28.7245
49,-25.4358
50,-23.8095
51,-22.9819
52,-21.6965
53,-16.9572
54,-13.8425
55,-10.2435
56,-6.1432
57,-0.99525
58,2.8617
59,7.1383
60,8.0868
61,8.394
62,9.3094
63,10.2894
64,10.2894
65,10.2894
66,9.3248
67,7.7331
68,5.7878
69,3.1542
70,-1.4723
71,-7.5027
72,-12.8939
73,-13.3694
74,-6.5381
75,-4.3324
76,-3.6135
77,-6.0924
78,-8.6174
79,-10.7717
