Time of Rating,26-Apr-2016 12:16:37
Multimedia File,mid_seg.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,0.5627
3,8.8103
4,14.7267
5,21.3065
6,24.9885
7,29.3789
8,34.2826
9,35.4019
10,37.8575
11,41.3566
12,44.1022
13,49.1655
14,52.9582
15,58.7299
16,66.254
17,70.7057
18,71.0611
19,72.9734
20,77.5991
21,78.1351
22,78.1351
23,78.1351
24,78.1351
25,78.1351
26,78.1351
27,78.1029
28,74.9365
29,72.6688
30,70.1271
31,67.6933
32,65.0896
33,63.9871
34,62.5723
35,58.2154
36,58.1994
37,58.6334
38,59.164
39,59.164
40,59.164
41,59.164
42,59.164
43,59.164
44,59.164
45,59.4051
46,64.0997
47,68.5691
48,72.9743
49,75.6431
50,75.8843
51,75.8843
52,75.8843
53,75.8843
54,75.8843
55,75.8843
56,75.8843
57,75.8521
58,72.9743
59,68.6411
60,66.4982
61,63.3441
62,58.6334
63,51.881
64,45.1176
65,41.6475
66,40.7852
67,39.9786
68,39.8714
69,39.8714
70,39.8714
71,39.0083
72,38.9067
73,38.9067
74,38.9067
75,38.9067
76,38.9067
77,38.9067
78,38.9067
79,38.9067
80,38.9067
81,37.9743
82,34.4694
83,33.3728
84,30.9907
85,29.582
86,28.746
87,25.4019
88,22.8296
89,19.0476
90,16.1956
91,15.4341
92,14.6302
93,13.7138
94,21.5773
95,27.4384
96,29.6463
97,29.9035
98,30.1026
99,31.0882
100,29.4595
101,25.2412
102,18.1833
103,14.6463
104,9.9839
105,5.5788
106,2.3354
107,-3.9504
108,-5.8199
109,-6.4309
110,-4.7588
111,-0.22
112,0.061245
113,3.4084
114,6.5113
115,8.3923
116,11.5079
117,15.9547
118,20.2572
119,22.8449
120,27.0418
121,29.4855
122,31.9775
123,35.5729
124,40.4685
125,46.4376
126,50.1148
127,52.3633
128,52.8457
129,53.3762
130,53.647
131,53.6978
132,54.5177
133,54.8231
134,56.5747
135,59.6846
136,61.0256
137,62.1804
138,62.701
139,62.701
140,62.701
141,62.6527
142,61.3023
143,56.2058
144,48.4084
145,43.4084
146,40.637
147,37.1704
148,36.6559
149,36.6559
150,36.3505
151,32.3151
152,28.8374
153,25.6775
154,24.7588
155,24.7588
156,24.7588
157,24.7588
158,25.8
159,28.0386
160,31.6559
161,33.2958
162,33.4405
163,33.4405
164,33.4743
165,34.0836
166,35
167,36.3666
168,36.881
169,36.9775
170,35.1554
171,30.4451
172,29.7198
173,27.3473
174,24.8942
175,21.8037
176,19.4618
177,17.6849
178,17.6849
179,17.6849
180,17.6849
181,17.6849
182,17.8992
183,24.2681
184,26.2441
185,23.2315
186,20.9968
187,20.9003
188,23.625
189,26.6422
190,26.6881
191,26.5273
192,26.3666
193,26.3666
194,26.3666
195,26.3666
196,26.3666
197,26.3666
198,26.3666
199,26.3666
200,25.2488
201,23.6757
202,23.4727
203,23.4114
204,23.1511
205,20.8391
206,15.5305
207,10.9003
208,7.3955
209,2.0096
210,-1.9293
211,-3.6893
212,-8.6051
213,-11.7203
214,-12.4437
215,-12.8457
216,-8.9017
217,-5.0681
218,0.81993
219,7.3473
220,15.4019
221,20.6295
222,22.7071
223,25.7573
224,26.045
225,26.045
226,26.045
227,26.045
228,26.045
229,26.045
230,26.045
231,26.045
232,25.0643
233,19.7106
234,12.5884
235,7.0063
236,4.0269
237,1.6077
238,-3.2797
239,-5.0643
240,-5.502
