Time of Rating,06-May-2016 11:17:15
Multimedia File,all_vocal_2.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,0
3,14.8392
4,19.8714
5,26.1415
6,38.8907
7,47.3473
8,66.9614
9,71.0611
10,71.0611
11,71.0611
12,77.3794
13,77.932
14,72.3013
15,70.7396
16,66.6238
17,64.6302
18,61.5756
19,59.5701
20,66.5426
21,62.3182
22,49.0354
23,48.8746
24,48.7215
25,47.5884
26,48.7054
27,52.0288
28,52.09
29,52.09
30,53.9228
31,55.3055
32,54.5947
33,51.5694
34,51.8531
35,51.1101
36,48.1029
37,45.5788
38,46.5595
39,54.4424
40,56.9132
41,54.4534
42,45.4984
43,43.1672
44,49.8392
45,64.3393
46,76.3666
47,77.8135
48,77.8135
49,75.3055
50,66.4791
51,61.254
52,55.6778
53,54.7083
54,53.9067
55,53.4566
56,56.9132
57,55.7556
58,52.4116
59,51.8362
60,50.8039
61,53.2797
62,55.8521
63,54.8714
64,49.3823
65,41.6628
66,33.6436
67,20.7931
68,15.9164
69,15.4341
70,15.4341
71,18.4173
