Time of Rating,26-Apr-2016 14:06:21
Multimedia File,module2.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0.061246
2,4.3569
3,8.1232
4,10.9937
5,11.254
6,11.7287
7,17.4818
8,24.8875
9,34.9357
10,42.7193
11,48.328
12,48.0284
13,45.3376
14,45.3376
15,45.4019
16,51.7991
17,58.1317
18,63.1756
19,64.9839
20,66.2379
21,66.2379
22,66.2379
23,68.0064
24,71.1897
25,72.8211
26,74.6785
27,76.8948
28,78.1351
29,78.1351
30,77.8778
31,77.492
32,77.492
33,77.492
34,77.492
35,77.492
36,77.492
37,77.492
38,77.492
39,77.492
40,77.492
41,77.492
42,77.492
43,77.2508
44,76.0833
45,72.6857
46,70.0812
47,70.7057
48,74.7052
49,79.3891
50,80.132
51,81.4424
52,81.9936
53,81.9936
54,81.9936
55,81.9936
56,81.9936
57,81.9936
58,81.9936
59,81.9453
60,81.0289
61,80.6059
62,80.3859
63,80.3859
64,79.9289
65,79.7428
66,79.7428
67,82.0242
68,88.1029
69,93.2476
70,93.2476
71,93.2476
72,92.9261
73,92.2491
74,91.1499
75,89.0514
76,86.6399
77,83.6495
78,81.9259
79,79.9112
80,76.4596
81,73.1894
82,71.5688
83,69.2283
84,68.8103
85,68.8103
86,68.8103
87,68.8103
88,68.8103
89,68.8103
90,68.8103
91,68.8103
92,68.8103
93,68.8103
94,68.8103
95,68.8103
96,68.8103
97,68.8103
98,68.8103
99,68.8103
100,68.8103
101,68.8103
102,68.8103
103,68.8103
104,68.8103
105,68.8103
106,68.8103
107,68.8103
108,68.8103
109,68.8103
110,68.8103
111,68.8103
112,70.219
113,71.1457
114,71.7042
115,71.7042
116,71.7042
117,71.7042
118,71.7042
119,71.7042
120,71.7042
121,71.7042
122,71.7042
123,71.7042
124,71.7042
125,71.298
126,66.9882
127,60.4502
128,55.5811
129,51.5146
130,46.1736
131,42.015
132,40.3791
133,40.1929
134,40.1929
135,39.8071
136,39.5498
137,38.6174
138,38.2637
139,38.2637
140,38.2637
141,38.2637
142,41.1729
143,45.5627
144,47.5377
145,51.2326
146,53.647
147,53.8662
148,54.967
149,56.4079
150,57.3633
151,58.3855
152,58.6893
153,60.2471
154,60.833
155,57.2347
156,55.3376
157,54.448
158,54.3408
159,55.9639
160,58.5717
161,60.1592
162,60.7717
163,57.9286
164,55.9486
165,55.9486
166,56.2548
167,59.0286
168,61.2219
169,62.1497
170,63.8179
171,66.3911
172,69.4195
173,69.0706
174,66.001
175,65.9164
176,64.4102
177,58.9068
178,56.4538
179,53.867
180,53.0547
181,53.0547
182,53.2577
183,53.3762
184,53.6817
185,53.759
186,56.2701
187,59.6999
188,61.0256
189,63.6977
190,65.2733
191,65.2733
192,65.2733
193,65.2733
194,63.6656
195,58.0064
196,56.067
197,54.9839
198,54.9839
199,56.0098
200,58.4363
201,59.0109
202,59.164
203,59.6209
204,60.8789
205,62.4979
206,63.7268
207,64.1056
208,59.5774
209,56.7363
210,56.5916
211,57.9084
212,61.0256
213,61.9354
214,62.0579
215,63.0378
216,63.8585
217,64.8841
218,66.4523
219,66.5595
220,66.5595
221,66.5595
222,66.5595
223,66.5595
224,66.5595
225,66.5595
226,66.5595
227,66.5595
228,66.5595
229,66.5595
230,66.5595
231,66.5595
232,66.5595
233,66.5595
234,66.5595
235,67.7272
236,71.8971
237,75.5627
238,78.8458
239,80.7074
240,80.7074
241,80.7074
242,80.7074
243,80.7074
244,80.7074
245,80.7074
246,80.2634
247,78.1858
248,77.2776
249,77.1704
250,77.1704
251,77.1704
252,77.1704
253,77.1704
254,77.1704
255,77.1704
256,77.1704
257,77.1704
258,77.0418
259,76.3183
260,76.2058
261,76.2058
262,76.2058
263,76.2058
264,76.2058
265,76.2058
266,76.2058
267,76.2058
268,76.2058
269,76.2058
270,76.2058
271,76.2058
272,76.2058
273,76.2058
274,76.5916
275,77.1857
276,77.8304
277,80.0322
278,81.4469
279,81.8328
280,82.1383
281,82.3151
282,79.1158
283,72.91
284,70.627
285,69.1961
286,69.1318
287,69.1318
288,68.6072
289,68.1672
290,68.7299
291,69.7749
292,71.0764
293,71.9073
294,72.6206
295,75.2894
296,79.0032
297,79.7428
298,79.7428
299,79.7428
300,81.3336
301,81.5113
302,78.7942
303,74.0928
304,70.4688
305,65.6431
306,61.9132
307,56.1576
308,49.7933
309,45.0838
310,41.4309
311,34.7588
312,24.9518
313,15.9164
314,4.226
315,-5.7539
316,-10.9325
317,-14.3087
318,-18.0225
319,-22.8449
320,-25.1481
321,-28.6174
322,-32.1222
323,-36.1093
324,-40.3859
325,-42.8135
326,-46.8971
327,-47.7814
328,-49.9196
329,-51.6077
330,-51.7685
331,-51.887
332,-53.6656
333,-55.1447
334,-56.5916
335,-56.5916
