Time of Rating,06-May-2016 11:19:04
Multimedia File,all_vocal_2.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,2.0579
3,7.6493
4,20.5328
5,25.8039
6,47.6206
7,74.0193
8,91.166
9,92.8801
10,87.2508
11,81.9936
12,69.3857
13,65.3376
14,66.881
15,65.6456
16,55.7954
17,44.8071
18,41.4791
19,39.4212
20,32.6045
21,27.8457
22,17.0579
23,24.4855
24,17.5156
25,2.2049
26,5.5466
27,7.8863
28,10.6722
29,18.9711
30,23.9389
31,24.4373
32,24.373
33,14.2122
34,0.5077
35,-12.188
36,-15.6879
37,-19.5682
38,-27.701
39,-30.4984
40,-34.8553
41,-32.7974
42,-32.0778
43,-27.4327
44,-21.819
45,-19.5177
46,-13.2637
47,-12.5081
48,-5.1955
49,-15.3882
50,-21.1034
51,-21.865
52,-19.373
53,0.032152
54,16.2862
55,26.8404
56,29.6126
57,32.2669
58,32.7974
59,30.8521
60,22.8804
61,18.5576
62,4.4339
63,3.3073
64,5.0482
65,-19.3891
66,-47.283
67,-63.5209
68,-74.8232
69,-77.8939
70,-70
71,-67.6206
