Time of Rating,05-May-2016 17:53:16
Multimedia File,mid_seg (1).m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,0.20761
3,11.2976
4,19.3253
5,24.7496
6,25.2595
7,25.2595
8,25.2595
9,25.2595
10,25.2595
11,25.2595
12,25.2595
13,25.2595
14,28.6505
15,29.4117
16,33.737
17,34.6021
18,34.6021
19,34.8024
20,35.6401
21,35.8823
22,35.9861
23,35.9861
24,35.9862
25,35.9861
26,35.9862
27,35.9861
28,35.9861
29,35.9861
30,35.9861
31,35.9862
32,35.9861
33,35.9862
34,35.9861
35,35.9861
36,35.9861
37,35.9862
38,35.9862
39,35.9861
40,35.9861
41,35.9861
42,39.827
43,43.2526
44,43.8235
45,51.7474
46,71.955
47,81.7128
48,82.3183
49,84.7751
50,84.7751
51,84.7751
52,88.2899
53,92.3875
54,92.3875
55,92.3875
56,92.3875
57,92.3875
58,92.3875
59,93.3564
60,98.7197
61,100
62,100
63,100
64,100
65,100
66,100
67,100
68,100
69,100
70,100
71,100
72,100
73,100
74,100
75,100
76,100
77,100
78,100
79,94.6779
80,78.8927
81,78.6456
82,80.9688
83,80.9688
84,80.9688
85,80.9688
86,80.9688
87,80.9688
88,90.346
89,93.7716
90,93.7716
91,93.7716
92,93.7716
93,93.7716
94,92.4913
95,86.8512
96,86.8512
97,86.8512
98,86.8512
99,86.8512
100,86.8512
101,86.8512
102,86.8512
103,86.8512
104,86.8512
105,86.8512
106,86.8512
107,86.8512
108,86.8512
109,86.8512
110,86.8512
111,89.1641
112,78.8433
113,79.2023
114,79.9308
115,79.9308
116,79.9308
117,79.9308
118,79.9308
119,79.9308
120,79.9308
121,79.9308
122,79.9308
123,79.9308
124,79.9308
125,79.9308
126,79.9308
127,79.9308
128,79.9308
129,79.9308
130,79.9308
131,79.9308
132,79.9308
133,79.9308
134,79.9308
135,79.9308
136,79.9308
137,79.9308
138,79.9308
139,79.9308
140,79.9308
141,79.9308
142,79.9308
143,79.4118
144,69.3498
145,71.8075
146,73.3564
147,73.3564
148,73.3564
149,83.8235
150,87.8893
151,87.8893
152,87.8893
153,87.8893
154,87.8893
155,87.8893
156,87.8893
157,87.8893
158,79.0657
159,65.8823
160,60.1166
161,60.0593
162,78.5813
163,79.2387
164,82.4188
165,86.8512
166,86.8512
167,86.8512
168,86.8512
169,86.8512
170,86.8512
171,86.8512
172,86.8512
173,86.8512
174,86.8512
175,86.8512
176,83.9446
177,83.391
178,83.391
179,83.391
180,83.391
181,83.391
182,83.391
183,83.391
184,71.9905
185,56.3355
186,57.2573
187,62.7616
188,78.8408
189,79.2387
190,79.2387
191,79.2387
192,79.2387
193,79.2387
194,79.2387
195,79.2387
196,79.2387
197,79.2387
198,79.2387
199,79.2387
200,79.2387
201,79.2387
202,79.2387
203,79.2387
204,79.2387
205,79.2387
206,79.2387
207,79.2387
208,79.2387
209,79.2387
210,79.2387
211,79.2387
212,79.2387
213,79.2387
214,79.2387
215,79.2387
216,79.2387
217,79.2387
218,79.2387
219,79.2387
220,79.2387
221,81.6279
222,81.3149
223,81.3149
224,81.3149
225,81.3149
226,81.3149
227,81.3149
228,81.3149
229,74.3772
230,72.3184
231,72.3184
232,72.3184
233,72.3184
234,68.2007
235,59.5156
236,59.5156
237,59.7059
238,55.9461
239,49.3426
240,43.6897
