Time of Rating,03-May-2016 13:31:25
Multimedia File,video.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,-0.22
2,-3.9316
3,-4.7724
4,-12.0579
5,-23.8585
6,-29.9518
7,-34.4212
8,-35.3698
9,-35.2251
10,-37.7331
11,-45.7357
12,-47.2669
13,-46.0289
14,-45.2412
15,-43.8746
16,-40.5145
17,-40.1929
18,-35.9164
19,-32.283
20,-29.0514
21,-30.4823
22,-31.4309
23,-34.1755
24,-35.8436
25,-36.0129
26,-34.8113
27,-30.8174
28,-24.912
29,-18.1672
30,-10.9325
31,-4.5338
32,0.30623
33,6.8032
34,15.3215
35,23.4887
36,31.0932
37,37.3794
38,41.7042
39,39.8714
40,37.9582
41,40.616
42,47.3312
43,51.8489
44,55.4892
45,55.9486
46,58.1511
47,61.4148
48,60.4662
49,58.0064
50,56.9132
51,58.2637
52,63.0386
53,64.0354
54,65.5948
55,65.5948
56,65.5948
57,65.5948
58,61.2058
59,57.4437
60,65.8199
61,68.8103
62,68.8103
63,66.8167
64,66.672
65,71.6873
66,67.8457
67,60.0643
68,53.6174
69,52.09
70,47.6688
71,45.3376
72,42.1222
73,29.4373
74,23.5742
75,19.706
76,23.0064
77,23.6258
78,16.7033
79,7.3312
80,-0.62702
81,4.0032
82,8.2529
83,6.7863
84,2.5402
85,-1.2379
86,-2.1383
87,-0.51447
88,8.7621
89,17.2508
90,24.4051
91,28.5048
92,35.0643
93,39.2444
94,44.5338
95,50.4823
96,54.6945
97,59.4855
98,63.4727
99,67.5723
100,67.8456
101,67.8456
102,67.8456
103,67.8456
104,67.8456
105,67.8456
106,67.8456
107,66.6399
108,58.944
109,51.5388
110,39.8714
111,33.1511
112,38.328
113,46.9775
114,55.5305
115,57.7814
116,57.9904
117,59.0193
118,52.9582
119,43.0547
120,37.8457
121,36.5434
122,40.7235
123,45.6913
124,51.5595
125,55.4502
126,59.164
127,59.8875
128,52.6849
129,51.2379
130,58.3923
131,61.5273
132,61.7363
133,61.7363
134,61.7363
135,61.7363
136,61.6238
137,61.4148
138,60.7074
139,60.4502
140,60.4502
141,60.4502
142,60.2132
143,57.3113
144,48.4244
145,40.0482
146,32.1865
147,25.6592
148,20.0482
149,15.5627
150,12.4276
151,5
152,-4.3891
153,-12.8617
154,-10.209
155,-2.1061
156,4.0675
157,12.1222
158,9.4212
159,1.5434
160,-3.0547
161,-6.8596
162,-10.2048
163,-14.0295
164,-15.9088
165,-20.0965
166,-23.4727
167,-25.0161
168,-33.6817
169,-34.7267
170,-35.3376
171,-42.4116
172,-43.8907
173,-37.2072
174,-29.4297
175,-24.4373
176,-16.3222
177,-10.9325
