Time of Rating,14-May-2016 13:26:28
Multimedia File,mid_seg.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0.91075
2,0.91075
3,-6.9504
4,-24.7983
5,-34.4838
6,-38.156
7,-45.8921
8,-46.4481
9,-46.4481
10,-46.4481
11,-46.4481
12,-46.4481
13,-40.1162
14,-24.7905
15,-24.8816
16,-31.1476
17,-32.2405
18,-32.2405
19,-32.2405
20,-32.2405
21,-32.2405
22,-32.2405
23,-32.2405
24,-32.2405
25,-34.8452
26,-34.8289
27,-33.6629
28,-32.969
29,-32.9691
30,-32.969
31,-33.0266
32,-33.3333
33,-33.6209
34,-33.6976
35,-33.6976
36,-33.6976
37,-33.6976
38,-33.6976
39,-33.6976
40,-33.6976
41,-33.6976
42,-33.8069
43,-34.0801
44,-33.9162
45,-35.7876
46,-37.3927
47,-37.1681
48,-35.5365
49,-35.5191
50,-35.5191
51,-35.5191
52,-35.5191
53,-35.5191
54,-35.5191
55,-35.5191
56,-35.5191
57,-35.5191
58,-35.5191
59,-35.5191
60,-35.5191
61,-35.5191
62,-35.5191
63,-35.5191
64,-35.5191
65,-35.5191
66,-35.5191
67,-35.5191
68,-35.5191
69,-35.5191
70,-35.5191
71,-35.5191
72,-35.5191
73,-35.5191
74,-35.5191
75,-35.5191
76,-35.5191
77,-35.5191
78,-35.5191
79,-35.5191
80,-35.5191
81,-35.5191
82,-35.5191
83,-35.5191
84,-35.5191
85,-35.5191
86,-35.5191
87,-35.8643
88,-35.8834
89,-35.8834
90,-35.8834
91,-35.8834
92,-35.8834
93,-35.8834
94,-35.8834
95,-35.8834
96,-35.8834
97,-35.8834
98,-35.8834
99,-35.8834
100,-35.8834
101,-35.8834
102,-35.8834
103,-35.8834
104,-35.8834
105,-35.8834
106,-35.8834
107,-40.3417
108,-43.0237
109,-39.258
110,-36.5426
111,-36.171
112,-33.2813
113,-35.3849
114,-34.0446
115,-31.5118
116,-31.8762
117,-32.0496
118,-31.0747
119,-25.3552
120,-18.3971
121,-16.9399
122,-18.7614
123,-20.0364
124,-17.6858
125,-5.8575
126,-1.7955
127,-6.3561
128,-9.6539
129,-9.9488
130,-9.2705
131,-8.9774
132,-10.2483
133,-14.9796
134,-17.796
135,-17.5592
136,-18.6157
137,-18.7614
138,-13.3143
139,-5.359
140,-5.2823
141,-5.8767
142,-5.7559
143,-0.68523
144,7.8899
145,9.2896
146,7.5592
147,5.6466
148,6.1202
149,8.5035
150,11.1285
151,7.564
152,6.9824
153,5.8192
154,7.7283
155,9.0892
156,6.9504
157,-0.25154
158,1.8311
159,7.9192
160,9.4718
161,10.3825
162,10.2866
163,7.3406
164,6.9824
165,5.0522
166,3.1312
167,0.018215
168,4.5902
169,9.9089
170,12.0314
171,8.8906
172,4.5346
173,-1.6393
174,-3.7676
175,-3.8251
176,-3.8251
177,-3.8251
178,-4.415
179,-9.0893
180,-10.3825
181,-10.3825
182,-10.419
183,-10.7468
184,-10.7468
185,-10.7468
186,-10.7468
187,-12.0999
188,-16.7577
189,-18.98
190,-10.3097
191,7.9475
192,15.5521
193,17.5343
194,19.8196
195,20.5829
196,20.6212
197,22.6819
198,24.1492
199,24.0004
200,22.9988
201,20.5829
202,18.5706
203,12.6258
204,8.6998
205,8.4076
206,10.4692
207,10.6557
208,6.3934
209,3.643
210,-2.3104
211,-3.7037
212,-7.238
213,-10.4866
214,-11.1111
215,-11.1111
216,-10.4693
217,-10.9961
218,-11.4754
219,-11.4754
220,-11.4572
221,-10.5359
222,-10.3825
223,-8.2835
224,5.8959
225,10.9897
226,11.4754
227,11.4754
228,11.1686
229,11.0747
230,10.0876
231,8.7144
232,9.9488
233,5.9534
234,6.4663
235,10.5733
236,11.3987
237,7.2426
238,3.3151
239,-0.98361
240,-3.562
