Time of Rating,03-May-2016 13:44:08
Multimedia File,start_seg.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,2.0977
3,5.0601
4,-2.2508
5,-8.2529
6,-4.6031
7,7.6099
8,18.6326
9,25.8613
10,31.7846
11,37.2347
12,40.8699
13,44.791
14,47.6037
15,33.2637
16,23.3601
17,14.5177
18,11.6263
19,-1.669
20,-14.0802
21,-21.2066
22,-19.9526
23,-8.896
24,1.3708
25,10.5788
26,18.9557
27,23.5048
28,30.6431
29,37.7974
30,39.2283
31,37.6883
32,25.5305
33,21.1606
34,23.2188
35,28.1121
36,33.9651
37,42.0579
38,48.4918
39,54.7639
40,55.627
41,55.627
42,55.627
43,55.627
44,55.627
45,55.627
46,55.627
47,55.627
48,55.627
49,55.627
50,55.627
51,55.627
52,57.3878
53,58.1994
54,58.1994
55,58.1994
56,58.5515
57,61.4469
58,61.7363
59,61.7363
60,61.7363
61,61.7363
62,61.7363
63,61.7363
64,60.5466
65,58.487
66,58.0922
67,57.2178
68,52.4728
69,45.0161
70,35.5627
71,31.1897
72,31.3344
73,33.7927
74,38.5209
75,44.0836
76,47.2186
77,52.2762
78,53.8585
79,55.6431
80,61.8894
81,65.9672
82,66.881
83,66.881
84,66.881
85,66.881
86,66.881
87,66.881
88,66.5916
89,62.926
90,55.7962
91,47.3281
92,38.4887
93,30.0558
94,21.819
95,17.2618
96,13.3058
97,9.8392
98,4.4339
99,-2.3274
100,-3.0293
101,2.7561
102,10.0186
103,15.2503
104,21.2862
105,25.3681
106,28.2193
107,32.5097
108,34.0989
109,24.065
110,15.2412
111,15.9241
112,14.2325
113,19.461
114,24.8265
115,27.7905
116,27.91
117,20.748
118,15.0322
119,13.1833
120,14.4235
121,21.3911
122,25.0498
123,25.0804
124,25.3512
125,26.1981
126,22.0511
127,14.0407
128,9.4695
129,6.3666
130,-4.857
131,-14.7428
132,-22.6152
133,-28.1994
134,-27.7974
135,-22.9904
136,-16.2633
137,-6.9453
138,-1.6383
139,6.9775
140,8.6817
141,8.6817
142,9.7648
143,16.3987
144,20.7625
145,26.1466
146,29.1992
147,37.2144
148,46.241
149,52.5808
150,58.6893
151,64.8392
152,70.5365
153,75.379
154,75.5627
155,75.6699
156,76.5273
157,76.5273
158,76.5273
159,76.2396
160,75.5627
161,75.5627
162,75.5627
163,75.5627
164,75.5627
165,75.5627
166,75.5627
167,75.333
168,74.9196
169,74.6746
170,73.6334
171,73.3119
172,73.3119
173,73.3119
174,74.1847
175,74.5981
176,74.5981
177,74.5981
178,74.5981
179,74.5981
180,74.5981
181,74.5981
182,74.5981
183,74.5981
184,74.889
185,78.8966
186,81.2433
187,82.2305
188,80.3705
189,77.6612
190,75.209
191,72.2554
192,68.5057
193,68.4887
194,68.4887
195,70.4823
196,75.9003
197,78.1012
198,80.3705
199,83.4659
200,85.5305
201,85.5305
202,85.5305
203,85.5305
204,85.5305
205,85.5305
206,85.5305
207,85.5305
208,85.5305
209,86.045
210,90.6293
211,92.283
212,92.283
213,92.283
214,92.283
215,92.0291
216,88.4244
217,82.9429
218,81.8074
219,78.9159
220,75.935
221,74.2153
222,71.7203
223,71.7042
224,71.3826
225,71.0611
226,71.0611
227,71.3996
228,73.5875
229,76.463
230,79.472
231,79.7428
232,79.7428
233,80.7074
234,81.3505
235,81.3505
236,81.3505
237,81.3505
238,80.6735
239,79.0537
240,76.9203
