Time of Rating,03-May-2016 14:13:57
Multimedia File,end_seg.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,4.215
3,13.0112
4,19.6521
5,25.0634
6,30.8418
7,36.1078
8,38.9496
9,42.7311
10,48.7395
11,50.7283
12,54.1683
13,56.9512
14,60.3308
15,61.9048
16,61.9048
17,63.1284
18,66.1064
19,67.387
20,70.1607
21,72.589
22,73.3893
23,73.4034
24,76.2038
25,79.6845
26,82.593
27,82.633
28,83.4067
29,85.1098
30,85.1541
31,85.1541
32,85.67
33,87.9552
34,88.0879
35,89.6892
36,90.9922
37,95.3781
38,98.5994
39,99.1597
40,99.1597
41,99.1597
42,99.1597
43,99.1597
44,99.1597
45,99.1597
46,99.1597
47,99.1597
48,99.1597
49,99.1597
50,99.1597
51,99.1597
52,99.1597
53,99.1597
54,99.1597
55,99.1597
56,99.1597
57,99.1597
58,99.1597
59,99.1597
60,99.1597
61,99.1597
62,99.1597
63,99.1597
64,99.1597
65,99.1597
66,99.1597
67,99.1597
68,99.1597
69,99.1597
70,99.1597
71,99.1597
72,99.1597
73,99.1597
74,99.1597
75,99.1597
76,97.1841
77,96.3585
78,95.5982
79,92.5254
80,88.7822
81,84.9329
82,81.0458
83,76.0644
84,73.3893
85,73.3893
86,73.3893
87,73.3893
88,73.3893
89,73.8029
90,76.2185
91,79.9056
92,81.8327
93,84.5054
94,86.8881
95,89.5916
96,91.4499
97,87.591
98,82.3382
99,79.9787
100,78.0628
101,77.8711
102,77.8711
103,77.8711
104,77.8711
105,77.8711
106,77.6444
107,75.9804
108,74.6078
109,73.2633
110,73.1092
111,73.1092
112,73.1092
113,73.1092
114,73.1387
115,74.5098
116,75.4239
117,78.6835
118,81.5526
119,84.0756
120,80.3501
121,75.5462
122,75.0406
123,74.7899
124,73.7675
125,69.9213
126,65.5757
127,60.5976
128,58.5434
129,55.0754
130,50.4202
131,45.6583
132,41.4566
133,39.2894
134,39.2157
135,39.9233
136,44.1597
137,50.1934
138,55.0641
139,61.2378
140,65.3546
141,66.1465
142,63.8361
143,61.4146
144,61.3445
145,61.7131
146,62.4116
147,55.6833
148,55.4889
149,61.5966
150,63.9835
151,65.0127
152,66.7404
153,67.4937
154,70.7563
155,73.4041
156,76.1905
157,78.4019
158,78.4314
159,78.4314
160,78.4314
161,79.4538
162,83.6835
163,84.0336
164,84.1515
165,81.0458
166,80.6723
167,80.6723
168,81.2465
169,83.6798
170,86.3679
171,87.6751
172,87.6751
173,87.6751
174,87.6751
175,87.6751
176,87.6751
177,87.6751
178,87.6751
179,87.6884
180,89.1877
181,91.1345
182,92.2895
183,92.437
184,92.437
185,92.437
186,92.437
187,92.3633
188,87.6751
189,82.2462
190,78.1955
191,74.3364
192,68.1373
193,64.4258
194,61.7426
195,57.9165
196,50.6583
197,49.0196
198,49.4598
199,54.5776
200,59.3971
201,64.4258
202,67.2936
203,69.7899
204,72.1067
205,75.9637
206,78.3724
207,78.4314
208,78.4314
209,78.4314
210,78.4314
211,78.3577
212,75.9237
213,68.48
214,59.944
215,55.1401
216,49.9484
217,46.9921
218,41.6187
219,34.9473
220,30.042
221,26.2045
222,25.1216
223,25.3922
224,14.2324
225,3.6267
226,-4.0283
227,-9.5238
228,-17.2932
229,-23.7675
230,-31.0784
231,-35.721
232,-30.5912
233,-20.835
234,-13.18
235,-9.8179
236,-21.1285
237,-32.7141
238,-40.9631
239,-45.4902
240,-39.9077
