Time of Rating,14-May-2016 13:37:32
Multimedia File,end_seg.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,3.2308
3,19.8022
4,24.5518
5,19.3165
6,18.1967
7,20.1419
8,17.3389
9,17.0166
10,19.1257
11,19.1257
12,19.1257
13,19.1257
14,19.1257
15,19.1257
16,19.1257
17,19.3512
18,22.0765
19,22.3862
20,23.1876
21,25.2804
22,24.0697
23,26.3024
24,30.6011
25,32.8348
26,29.4536
27,27.8688
28,27.1786
29,28.5974
30,28.051
31,28.9435
32,28.7432
33,29.2168
34,29.7086
35,27.2745
36,26.9668
37,27.8689
38,24.6769
39,17.377
40,15.2334
41,13.8
42,11.878
43,12.3948
44,6.776
45,-0.29144
46,-4.2805
47,2.924
48,12.9326
49,19.5092
50,25.18
51,27.7346
52,27.5228
53,26.8974
54,30.4765
55,31.6506
56,30.0364
57,30.5829
58,31.1475
59,28.6703
60,27.377
61,28.2332
62,28.2332
63,28.0989
64,27.2443
65,26.6667
66,18.9617
67,14.5719
68,12.2423
69,10.9376
70,12.4226
71,8.9617
72,-0.69984
73,-7.0128
74,-10.3305
75,-12.2807
76,-0.85871
77,14.5355
78,18.5246
79,18.723
80,17.6503
81,21.2768
82,23.4397
83,22.9595
84,22.7687
85,24.382
86,22.4408
87,20
88,20.1821
89,21.1293
90,20.5829
91,17.4
92,18.2583
93,18.3789
94,17.6493
95,17.3562
96,17.9177
97,18.1889
98,20.487
99,15.1913
100,16.6276
101,16.0771
102,15.4133
103,16.1538
104,15.5347
105,13.2787
106,13.4608
107,14.3716
108,11.9547
109,4.1894
110,-3.5375
111,-6.9477
112,-9.071
113,-9.7498
114,-5.9068
115,-5.5556
116,-8.051
117,-3.643
118,1.949
119,6.2842
120,8.6952
121,10.6948
122,17.6493
123,24.1218
124,26.8124
125,28.6339
126,30.5464
127,32.9499
128,32.969
129,32.969
130,32.969
131,32.969
132,32.969
133,32.969
134,32.969
135,32.969
136,32.969
137,32.969
138,32.969
139,32.5501
140,30.8197
141,30.0163
142,32.067
143,32.969
144,32.969
145,32.969
146,32.3746
147,32.6568
148,33.3333
149,33.3333
150,33.3333
151,32.8996
152,31.9126
153,30.7065
154,29.8812
155,30.0738
156,27.2964
157,27.4135
158,27.8689
159,28.1239
160,28.5974
161,28.5974
162,28.5974
163,28.5974
164,28.2696
165,28.5064
166,28.5974
167,28.5016
168,28.077
169,27.8689
170,28.2514
171,29.1803
172,29.3069
173,25.8912
174,27.2169
175,27.8689
176,27.8689
177,24.4991
178,20.3825
179,21.9826
180,8.2488
181,-0.89253
182,-6.4299
183,-12.7505
184,-17.3406
185,-19.3625
186,-20.2186
187,-20.4441
188,-16.4414
189,0.73727
190,11.7247
191,15.4827
192,14.8452
193,12.9326
194,7.8689
195,13.7341
196,14.3352
197,12.8176
198,15.448
199,11.7122
200,3.9402
201,-0.25154
202,-2.6747
203,-3.4088
204,-4.9727
205,-6.4903
206,-4.467
207,-6.2218
208,-7.1385
209,-5.0331
210,-4.8486
211,3.6248
212,14.0255
213,26.5209
214,34.7714
215,36.8375
216,40.14
217,49.5628
218,56.2495
219,57.5304
220,56.1454
221,60.905
222,62.4599
223,63.9344
224,63.4608
225,62.4226
226,58.8534
227,46.4654
228,33.6401
229,29.7944
230,28.7067
231,28.7067
232,33.8798
233,35.1184
234,34.663
235,31.3115
236,29.0164
237,27.5237
238,29.9453
239,31.3383
240,28.8606
