Time of Rating,03-May-2016 13:34:55
Multimedia File,video.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,6.2109
3,11.474
4,16.5978
5,21.2557
6,25.0038
7,27.8778
8,31.5756
9,32.7974
10,32.7974
11,32.7974
12,32.5563
13,25.6727
14,16.4469
15,9.0878
16,3.1083
17,-3.8907
18,-8.0386
19,-7.8778
20,-4.7588
21,-0.32155
22,-0.30462
23,-5.8797
24,-10.594
25,-11.4378
26,-14.6463
27,-17.2618
28,-19.5835
29,-23.5691
30,-29.2926
31,-36.7237
32,-40.0858
33,-43.3762
34,-49.9678
35,-55.3376
36,-57.4378
37,-57.5563
38,-55.7396
39,-49.0032
40,-45.9164
41,-44.8976
42,-44.373
43,-44.373
44,-44.373
45,-44.373
46,-44.373
47,-42.074
48,-34.7775
49,-30.2557
50,-30.2251
51,-30.2863
52,-33.5531
53,-39.7589
54,-41.4791
55,-43.1037
56,-46.1491
57,-48.6817
58,-49.6785
59,-52.5131
60,-52.7331
61,-52.7331
62,-52.7331
63,-52.7331
64,-52.7331
65,-52.7331
66,-54.2444
67,-56.2701
68,-56.2701
69,-56.2701
70,-49.4212
71,-38.856
72,-25.5091
73,-14.5177
74,-9.8832
75,-13.0149
76,-19.4052
77,-22.701
78,-11.5595
79,1.5113
80,13.7138
81,21.7973
82,31.9247
83,36.3513
84,39.6417
85,38.0868
86,28.2797
87,23.5048
88,25.6913
89,26.2701
90,18.9203
91,10.6109
92,5.6109
93,-4.4373
94,-11.3344
95,-16.788
96,-21.329
97,-29.4855
98,-33.9389
99,-34.373
100,-38.856
101,-47.9712
102,-49.8392
103,-48.9665
104,-45.7556
105,-42.9743
106,-42.7653
107,-41.5976
108,-33.0118
109,-24.5219
110,-19.8898
111,-24.2444
112,-30
113,-36.6881
114,-42.7822
115,-46.042
116,-53.1994
117,-56.7524
118,-50.209
119,-39.3975
120,-26.9484
121,-19.8511
122,-22.6458
123,-28.4727
124,-29.4212
125,-35.0322
126,-44.0515
127,-48.6174
128,-43.0707
129,-42.508
130,-46.8946
131,-51.7991
132,-56.3826
133,-56.5916
134,-56.4692
135,-56.2701
136,-56.2701
137,-56.4393
138,-59.899
139,-63.4405
140,-64.5287
141,-64.6455
142,-65.5948
143,-65.4417
144,-63.6656
145,-62.4759
146,-62.3794
147,-62.3794
148,-61.3689
149,-59.4855
150,-56.6835
151,-53.7781
152,-53.3762
153,-52.2026
154,-44.8638
155,-25.7235
156,-8.5124
157,4.1954
158,7.074
159,14.791
160,20.6431
161,20.9003
162,20.9003
163,20.9003
164,20.3859
165,20.5627
166,28.9727
167,34.4358
168,34.7267
169,34.7267
170,34.5659
171,33.6013
172,24.4051
173,11.1186
174,6.1246
175,18.6817
176,30.9164
177,33.6013
