Time of Rating,26-Apr-2016 12:17:33
Multimedia File,all_vocal_1.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,-0.28012
2,3.9805
3,17.7871
4,22.409
5,23.3967
6,31.6793
7,38.0363
8,43.284
9,50.4202
10,45.3781
11,46.5266
12,47.0588
13,47.0588
14,45.6288
15,45.6849
16,47.8991
17,48.8515
18,50.2241
19,54.1501
20,55.2488
21,54.6661
22,51.2605
23,51.3025
24,49.2113
25,46.4052
26,46.4566
27,48.4174
28,49.2017
29,49.6219
30,49.8179
31,49.4029
32,50.4202
33,50.4202
34,50.6069
35,51.5406
36,52.8151
37,54.972
38,56.9954
39,55.5289
40,54.3978
41,53.5014
42,53.5014
43,53.5014
44,54.0216
45,54.6218
46,55.0487
47,55.4622
48,55.4622
49,55.6442
50,55.7563
51,54.3417
52,54.3417
53,55.7423
54,56.0224
55,56.2625
56,57.9412
57,57.1134
58,54.0616
59,54.0616
60,54.0616
61,54.1457
62,54.8319
63,55.4622
64,55.5801
65,42.8171
66,32.2571
67,33.6135
68,33.6135
69,33.1466
70,31.3866
71,27.333
72,26.4043
