Time of Rating,27-Apr-2016 10:32:10
Multimedia File,start_seg.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,0
3,1.5916
4,5.8337
5,6.7524
6,12.1574
7,17.3464
8,26.979
9,39.9839
10,47.701
11,52.1383
12,54.0531
13,55.8414
14,50.4992
15,43.2246
16,34.8714
17,33.4405
18,32.629
19,27.8897
20,25.9225
21,20.8495
22,17.9911
23,12.299
24,11.3556
25,12.2186
26,16.2464
27,16.5978
28,13.0707
29,12.9582
30,15.7395
31,19.8849
32,25.2947
33,28.6681
34,33.4099
35,38.8264
36,42.1391
37,43.9136
38,45.1176
39,48.109
40,48.8746
41,48.8746
42,48.8746
43,48.8746
44,48.8746
45,48.8746
46,48.8746
47,48.8746
48,48.8746
49,48.8746
50,48.8746
51,48.8746
52,48.8746
53,48.8746
54,48.8746
55,50.6109
56,51.1254
57,51.1254
58,51.1254
59,51.1254
60,49.5498
61,47.5038
62,44.6653
63,44.373
64,44.373
65,44.373
66,44.373
67,44.373
68,44.373
69,44.373
70,44.373
71,44.373
72,44.373
73,44.2884
74,44.0514
75,44.0514
76,44.0514
77,44.0514
78,44.593
79,47.1597
80,49.45
81,50.2067
82,49.2283
83,43.8314
84,39.657
85,32.6849
86,27.9904
87,24.6141
88,24.5016
89,26.9132
90,32.5605
91,38.4474
92,42.3794
93,42.7653
94,43.5209
95,45.3376
96,47.8487
97,49.4331
98,49.5177
99,49.5177
100,49.5177
101,49.5177
102,49.5177
103,47.6037
104,44.373
105,45.9041
106,41.5756
107,33.1833
108,26.5756
109,22.5723
110,21.8489
111,23.7434
112,28.6174
113,34.9298
114,39.7948
115,49.3891
116,55.2547
117,58.0769
118,57.1501
119,50.4211
120,43.6961
121,34.1859
122,23.625
123,14.6556
124,8.9573
125,7.3955
126,8.4367
127,15.3055
128,21.0357
129,19.3538
130,15.2649
131,8.5132
132,4.2478
133,3.2154
134,3.8585
135,9.4601
136,14.2857
137,16.0772
138,15.7403
139,15.1125
140,18.2973
141,23.5209
142,27.1789
143,29.3829
144,30.5805
145,31.1897
146,31.1897
147,31.1897
148,30.7074
149,28.3127
150,26.0603
151,19.5981
152,10.4662
153,3.1672
154,-3.4524
155,-5.5145
156,-8.3441
157,-15.2963
158,-23.9389
159,-27.9421
160,-30.8682
161,-30.8682
162,-25.601
163,-21.865
164,-18.3892
165,-17.3955
166,-16.3826
167,-12.7094
168,-11.5756
169,-11.2701
170,-4.5016
171,6.094
172,14.5879
173,23.8861
174,30.209
175,34.659
176,36.9315
177,37.299
178,37.299
179,37.299
180,37.299
181,37.299
182,37.299
183,37.299
184,37.299
185,37.299
186,38.0437
187,41.5434
188,46.1644
189,51.1762
190,52.7484
191,47.233
192,34.3133
193,23.4405
194,17.6527
195,16.0772
196,18.0741
197,24.8354
198,31.8159
199,36.9469
200,39.8714
201,39.8714
202,39.8714
203,39.8714
204,39.8714
205,39.8714
206,39.8714
207,39.8714
208,36.4469
209,28.9083
210,19.0557
211,7.028
212,-1.5434
213,-9.6785
214,-17.9421
215,-24.4712
216,-27.6527
217,-27.0266
218,-23.1205
219,-17.2957
220,-12.7331
221,-4.8844
222,-3.317
223,-8.942
224,-10.2894
225,-13.3058
226,-19.164
227,-21.1606
228,-20.9511
229,-16.4495
230,-10.1363
231,-1.54
232,6.6605
233,12.5402
234,18.4405
235,23.0286
236,23.1511
237,17.6849
238,8.9694
239,-1.5771
240,-10.6824
