Time of Rating,27-Apr-2016 10:23:19
Multimedia File,all_vocal_2.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,1.4148
2,11.3725
3,26.78
4,42.2669
5,52.8778
6,57.5884
7,62.1543
8,70.4341
9,75.4984
10,77.1222
11,74.7673
12,68.1978
13,58.0707
14,52.6485
15,47.2669
16,40.5627
17,33.3601
18,24.1327
19,16.7662
20,17.701
21,24.3019
22,27.913
23,29.9882
24,38.1565
25,43.9389
26,53.2797
27,63.6495
28,71.672
29,76.0932
30,80.132
31,80.738
32,82.9421
33,87.4598
34,84.2444
35,77.1366
36,62.3335
37,50.8715
38,44.3424
39,38.7621
40,32.3066
41,23.7023
42,23.2019
43,28.4949
44,34.9839
45,41.9936
46,47.9904
47,49.4161
48,51.8297
49,58.1486
50,62.8082
51,66.8649
52,72.2457
53,75.8383
54,81.865
55,86.8006
56,88.4244
57,87.701
58,82.1383
59,73.5827
60,56.3313
61,48.2992
62,49.8545
63,52.1061
64,47.5241
65,43.5048
66,36.7575
67,32.2768
68,25.9003
69,26.672
70,33.559
