Time of Rating,27-Apr-2016 09:44:52
Multimedia File,all_vocal_1.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,1.6383
2,11.1356
3,23.0547
4,25.6431
5,32.5436
6,42.8878
7,52.9421
8,57.4759
9,51.3505
10,40.5145
11,44.6027
12,50.0482
13,52.7813
14,53.0547
15,53.0547
16,54.0675
17,55.9968
18,46.6559
19,35.6752
20,36.3666
21,43.0386
22,51.045
23,57.8778
24,60.7717
25,60.7717
26,60.7717
27,60.7717
28,60.7717
29,61.2219
30,64.4855
31,62.9582
32,53.2315
33,50.8039
34,50.8039
35,44.8231
36,40.4823
37,46.5392
38,46.6238
39,54.2393
40,60.9861
41,61.4148
42,61.2219
43,56.9132
44,50.9164
45,46.9936
46,41.8514
47,29.2758
48,20.5788
49,25.0804
50,31.0932
51,32.5436
52,33.6702
53,35.1328
54,42.9184
55,48.328
56,41.9529
57,21.9415
58,5.6693
59,-0.32155
60,-7.074
61,-10.2572
62,-9.4695
63,-14.0971
64,-20.6707
65,-28.8712
66,-39.9326
67,-48.6334
68,-51.1254
69,-48.3601
70,-38.0707
71,-30.3698
72,-25.1876
