Time of Rating,27-Apr-2016 10:11:09
Multimedia File,start_seg.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,-0.16077
3,-12.8617
4,-25.0498
5,-36.419
6,-36.6559
7,-36.6559
8,-36.6559
9,-36.6559
10,-36.6559
11,-36.6559
12,-36.6559
13,-31.7716
14,-24.2765
15,-23.135
16,-22.1865
17,-22.1865
18,-22.1865
19,-25.9096
20,-27.4077
21,-15.451
22,-6.3666
23,-5.1447
24,-5.1447
25,-0.6584
26,2.437
27,8.5745
28,8.6817
29,8.6817
30,8.6817
31,5.077
32,-4.6853
33,-7.3955
34,-7.3955
35,-7.3955
36,-7.514
37,-14.1479
38,-18.6495
39,-19.8745
40,-19.9357
41,-19.9357
42,-19.9357
43,-19.9357
44,-19.9357
45,-19.9357
46,-19.9357
47,-19.9357
48,-19.9357
49,-19.9357
50,-19.9357
51,-19.9357
52,-19.9357
53,-19.9357
54,-19.9357
55,-19.9357
56,-19.9357
57,-19.9357
58,-19.9357
59,-19.9357
60,-19.9357
61,-19.9357
62,-19.9357
63,-19.9357
64,-19.9357
65,-19.9357
66,-19.9357
67,-19.9357
68,-19.9357
69,-19.9357
70,-19.9357
71,-19.9357
72,-19.9357
73,-19.9357
74,-19.9357
75,-19.9357
76,-19.9357
77,-19.9357
78,-19.9357
79,-19.9357
80,-19.9357
81,-19.9357
82,-19.9357
83,-19.9357
84,-19.9357
85,-20.2234
86,-22.1865
87,-22.1865
88,-22.1865
89,-22.1865
90,-22.1865
91,-22.1865
92,-22.1865
93,-22.1865
94,-22.1865
95,-22.1865
96,-22.1865
97,-22.1865
98,-22.1865
99,-22.1865
100,-22.1865
101,-22.1865
102,-9.0354
103,12.1002
104,28.5691
105,28.9389
106,28.9389
107,21.6965
108,17.6849
109,17.6849
110,17.6849
111,17.6849
112,17.6849
113,17.6849
114,17.6849
115,17.6849
116,17.6849
117,17.6849
118,17.6849
119,13.8723
120,3.344
121,-2.8093
122,-3.2154
123,-3.2154
124,-3.2154
125,-3.2154
126,-5.604
127,-14.4864
128,-22.8135
129,-35.8138
130,-44.9679
131,-59.4052
132,-61.4148
133,-61.4148
134,-62.244
135,-66.9117
136,-76.9293
137,-85.0229
138,-86.143
139,-88.4583
140,-89.7106
141,-96.4123
142,-100
143,-100
144,-100
145,-100
146,-100
147,-100
148,-100
149,-100
150,-99.7703
151,-83.0597
152,-55.8873
153,-33.5421
154,-13.135
155,-3.7973
156,-4.0616
157,8.651
158,17.5833
159,17.6849
160,17.6849
161,17.6849
162,14.3341
163,-3.6656
164,-17.7615
165,-20.2572
166,-20.5627
167,-20.5788
168,-20.9003
169,-22.6458
170,-25.1929
171,-25.8039
172,-18.8018
173,-12.8771
174,-12.8618
175,-12.8618
176,-12.8618
177,-12.8618
178,-12.8618
179,-12.8618
180,-12.8618
181,-12.8618
182,-12.8618
183,-12.8618
184,-12.8618
185,-12.8618
186,-12.8618
187,-12.8618
188,-12.8618
189,-12.8618
190,-12.8618
191,-12.8618
192,-12.8618
193,-12.8618
194,-12.8618
195,-12.8618
196,-12.8618
197,-12.8618
198,-12.8618
199,-13.367
200,-13.5048
201,-13.5048
202,-13.5048
203,-13.5048
204,-13.5048
205,-13.5048
206,-13.5048
207,-13.5048
208,-13.5048
209,-13.5048
210,-13.5048
211,-13.5048
212,-13.5048
213,8.1458
214,33.8467
215,36.9775
216,36.9775
217,35.4923
218,16.1956
219,-9.6922
220,-19.7495
221,-8.9228
222,14.0407
223,19.2926
224,19.2926
225,19.2926
226,15
227,-1.8446
228,-6.7042
229,-6.7524
230,-6.7524
231,-6.7524
232,-6.7524
233,-6.7524
234,-6.7524
235,-6.7524
236,-6.4003
237,5.2632
238,17.0724
239,19.9357
240,19.9357
