Time of Rating,27-Apr-2016 10:52:36
Multimedia File,video.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,-7.3151
2,-55.8682
3,-63.6656
4,-63.6656
5,-63.6656
6,-63.6656
7,-63.6656
8,-63.6656
9,-63.6656
10,-63.6656
11,-63.6656
12,-63.6656
13,-63.6656
14,-63.6656
15,-63.6656
16,-63.6656
17,-63.6656
18,-63.6656
19,-63.6656
20,-63.6656
21,-62.0579
22,-63.0225
23,-63.0225
24,-63.0225
25,-63.0225
26,-63.0225
27,-63.0225
28,-63.0225
29,-63.0225
30,-63.0225
31,-63.0225
32,-63.0225
33,-63.0225
34,-63.0225
35,-63.0225
36,-63.0225
37,-63.0225
38,-63.0225
39,-63.0225
40,-63.0225
41,-63.0225
42,-63.0225
43,-63.0225
44,-63.0225
45,-63.0225
46,-63.0225
47,-63.0225
48,-63.0225
49,-63.0225
50,-63.0225
51,-63.0225
52,-63.0225
53,-63.0225
54,-63.0225
55,-63.0225
56,-63.0225
57,-63.0225
58,-63.0225
59,-62.91
60,-62.3794
61,-62.3794
62,-62.3794
63,-62.3794
64,-62.3794
65,-62.3794
66,-62.3794
67,-62.3794
68,-62.3794
69,-62.3794
70,-62.3794
71,-62.3794
72,-62.3794
73,-62.3794
74,-62.3794
75,-62.3794
76,-62.3794
77,-62.3794
78,-62.3794
79,-62.3794
80,-62.3794
81,-62.3794
82,-62.3794
83,-62.3794
84,-61.7685
85,-62.0579
86,-61.6138
87,-58.5531
88,-50.0965
89,-47.2669
90,-47.2669
91,-47.2669
92,-47.2669
93,-47.2669
94,-47.2669
95,-47.2669
96,-47.2669
97,-47.2669
98,-47.2669
99,-47.2669
100,-37.8962
101,-29.2604
102,-29.2604
103,-29.2604
104,-29.2604
105,-32.5065
106,-43.4084
107,-43.4084
108,-43.4084
109,-43.4084
110,-43.4084
111,-43.4084
112,-43.4084
113,-43.4084
114,-43.4084
115,-43.4084
116,-43.4084
117,-43.4084
118,-43.4084
119,-43.4084
120,-43.4084
121,-43.4084
122,-43.4084
123,-43.4084
124,-43.4084
125,-43.4084
126,-49.373
127,-62.4116
128,-36.4148
129,7.283
130,29.2283
131,38.9871
132,41.4791
133,48.4306
134,49.9678
135,51.8971
136,43.4405
137,37.9582
138,39.1961
139,46.6238
140,46.6238
141,46.6238
142,42.8617
143,32.283
144,30.5466
145,30.5466
146,30.5466
147,30.5466
148,30.5466
149,30.5466
150,30.5466
151,30.5466
152,30.5466
153,30.5466
154,30.6109
