Time of Rating,26-Apr-2016 10:25:48
Multimedia File,all_vocal_2.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0.87795
2,18.8018
3,25.6913
4,42.7813
5,78.4405
6,99.51
7,100
8,100
9,100
10,99.3569
11,79.5659
12,35.9452
13,-5.9486
14,-24.7282
15,-36.672
16,-39.9391
17,-31.3122
18,-5.8386
19,17.2715
20,41.8167
21,59.2283
22,61.7363
23,74.8519
24,78.7781
25,90.4823
26,100
27,95.7074
28,99.4534
29,100
30,100
31,100
32,100
33,92.9582
34,56.6932
35,18.4352
36,-6.397
37,-18.2797
38,-20.8544
39,-21.2219
40,-16.3987
41,16.1449
42,42.7959
43,72.415
44,78.3441
45,78.4566
46,78.4566
47,78.4566
48,78.8289
49,87.09
50,94.6716
51,99.8392
52,100
53,100
54,100
55,100
56,100
57,100
58,70.2488
59,-25.5397
60,-81.1093
61,-99.8071
62,-100
63,-100
64,-100
65,-100
66,-100
67,-100
68,-100
69,-100
70,-100
