Time of Rating,03-May-2016 10:25:41
Multimedia File,video.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,13.8264
2,13.8264
3,13.9617
4,14.0675
5,13.6886
6,13.8264
7,13.8264
8,13.8094
9,11.8665
10,12.717
11,14.4356
12,14.4694
13,14.4694
14,14.4694
15,14.4694
16,14.4694
17,14.4694
18,14.4694
19,14.4694
20,14.0464
21,11.7134
22,10.2048
23,12.7239
24,13.5048
25,13.5048
26,13.5048
27,13.5048
28,13.5048
29,12.8296
30,12.0325
31,11.5916
32,11.3023
33,12.7392
34,12.8617
35,12.8311
36,12.5402
37,12.5402
38,12.5402
39,13.0648
40,15.1738
41,16.0772
42,16.0772
43,16.0772
44,16.0772
45,16.8274
46,17.3633
47,17.2868
48,16.7202
49,18.0524
50,18.6326
51,17.6849
52,17.4552
53,16.3987
54,16.3987
55,16.3987
56,16.3987
57,16.3987
58,16.3987
59,15.7863
60,15.9587
61,13.9642
62,12.6925
63,14.8232
64,15.1125
65,15.1125
66,15.1125
67,15.1125
68,15.1125
69,15.1125
70,15.1125
71,15.1125
72,15.0804
73,14.4694
74,14.5371
75,15.5413
76,16.1736
77,16.5003
78,17.0418
79,17.0418
80,16.6896
81,14.2325
82,12.3718
83,9.714
84,7.1383
85,8.0386
86,13.3864
87,14.5154
88,14.0193
89,8.6174
90,12.5563
91,14.164
92,5.4341
93,-2.3862
94,-5.6806
95,-6.1262
96,-1.3987
97,2.6948
98,3.7908
99,1.5158
100,0
101,1.2096
102,1.8954
103,5.1608
104,10.0291
105,10.9325
106,10.9325
107,11.1017
108,11.254
109,11.254
110,11.254
111,11.254
112,11.5417
113,11.3306
114,11.8971
115,13.5048
116,13.5048
117,13.5048
118,13.5048
119,13.5048
120,13.5048
121,12.151
122,11.254
123,11.254
124,11.254
125,11.254
126,11.254
127,11.254
128,11.254
129,11.254
130,11.254
131,11.254
132,11.254
133,11.254
134,11.254
135,11.254
136,11.254
137,12.1727
138,12.2186
139,12.2186
140,12.2186
141,12.2186
142,12.2186
143,12.4116
144,12.7699
145,12.4048
146,9.7994
147,7.6155
148,6.1399
149,9.6302
150,13.0817
151,14.056
152,12.134
153,8.9267
154,4.9416
155,-0.40193
156,-4.2604
157,-4.5016
158,-4.425
159,-4.0785
160,-3.2154
161,-3.5201
162,-4.1801
163,-2.3312
164,2.6739
165,4.9916
166,5.1447
167,5.1447
168,5.1447
169,5.8842
170,6.7524
171,7.4463
172,12.3105
173,9.1725
