Time of Rating,02-May-2016 16:21:52
Multimedia File,all_vocal_2 (1).m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,0
3,3.2476
4,18.5209
5,19.4212
6,18.328
7,18.328
8,21.6619
9,17.0418
10,16.0772
11,16.0772
12,16.0772
13,16.0772
14,16.0772
15,16.0772
16,16.0772
17,16.0772
18,16.0772
19,17.6688
20,20.8665
21,20.9003
22,20.9003
23,20.9003
24,20.9003
25,20.9003
26,23.7023
27,25.9604
28,26.045
29,26.045
30,26.045
31,26.045
32,26.045
33,32.1543
34,62.7179
35,59.6233
36,50.4823
37,50.4823
38,50.4823
39,50.4823
40,48.4612
41,42.6527
42,44.0514
43,44.0514
44,43.8991
45,36.9316
46,37.3667
47,38.9833
