Time of Rating,03-May-2016 11:07:24
Multimedia File,all_vocal_2 (1).m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,45.0161
2,45.0161
3,44.0176
4,47.0066
5,56.3666
6,65.2733
7,62.4277
8,60.5855
9,61.0626
10,62.0579
11,62.0579
12,66.1533
13,72.6045
14,75.7464
15,75.8843
16,75.8843
17,73.2154
18,69.8392
19,69.3087
20,68.1672
21,69.9035
22,73.9711
23,74.9196
24,74.9196
25,74.9196
26,74.9196
27,74.9196
28,74.9196
29,74.9196
30,74.2283
31,70.209
32,69.1318
33,69.9196
34,70.0965
35,72.6382
36,74.9196
37,74.9196
38,74.9196
39,74.715
40,72.3642
41,70.0795
42,69.1471
43,69.1318
44,69.2237
45,73.2476
46,75.5466
47,75.5627
