Time of Rating,02-May-2016 14:13:01
Multimedia File,video.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,0
3,0
4,0.45016
5,1.6077
6,4.6785
7,7.7492
8,9.9196
9,10.5497
10,11.0848
11,14.4373
12,14.791
13,26.4125
14,28.1172
15,21.5273
16,13.9871
17,11.5916
18,6.9614
19,-1.9775
20,-3.3677
21,1.8986
22,2.5724
23,2.5724
24,2.5724
25,2.5724
26,2.5724
27,2.5724
28,5.6913
29,6.5756
30,7.1383
31,7.3955
32,7.3955
33,7.3955
34,7.3955
35,7.3955
36,10.8039
37,12.299
38,14.1479
39,14.1479
40,14.1479
41,11.7448
42,1.5465
43,-10.836
44,-18.7942
45,-23.9228
46,-25.0804
47,-28.9711
48,-35.9646
49,-29.4534
50,-10.3215
51,9.8875
52,9.6785
53,-9.4771
54,-24.4679
55,-24.7588
56,-24.7588
57,-24.7588
58,-24.7588
59,-24.4542
60,-21.9132
61,-22.8135
62,-23.5852
63,-23.7942
64,-23.7942
65,-23.7942
66,-23.7942
67,-23.7942
68,-23.7942
69,-21.8167
70,-26.672
71,-39.2605
72,-48.3119
73,-55.2251
74,-64.0836
75,-70.6752
76,-72.3473
77,-74.1158
78,-78.2315
79,-87.0875
80,-97.0296
81,-99.8875
82,-100
83,-100
84,-100
85,-99.7267
86,-94.2926
87,-95.6913
88,-90.6752
89,-70.0322
90,-75.7396
91,-81.254
92,-71.4952
93,-57.9904
94,-55.8039
95,-52.283
96,-52.0901
97,-50.7235
98,-47.6803
99,-35.0313
100,-29.9543
101,-23.0286
102,-14.7749
103,-8.4084
104,-5.4663
105,-5.4663
106,-2.8296
107,-3.2958
108,-15.1585
109,-28.3466
110,-26.7203
111,-25.7235
112,-25.7235
113,-25.9164
114,-29.6945
115,-34.8232
116,-31.8971
117,-24.7588
118,-24.7588
119,-24.7588
120,-24.7588
121,-24.7588
122,-24.7588
123,-24.7588
124,-24.7588
125,-27.508
126,-41.254
127,-51.1897
128,-57.4437
129,-61.5113
130,-66.5113
131,-72.492
132,-75.6913
133,-80.2894
134,-84.3248
135,-85.7235
136,-91.9293
137,-95.3216
138,-95.4984
139,-95.4984
140,-95.4984
141,-95.4984
142,-95.4984
143,-93.6656
144,-77.4759
145,-63.2981
146,-51.5146
147,-31.1728
148,-13.6886
149,-0.22508
150,3.2154
151,3.2154
152,4.5016
153,12.9582
154,19.6463
155,20.2572
156,20.2572
157,20.2572
158,20.3698
159,21.865
160,13.1373
161,-4.373
162,-9.1318
163,-5.3215
164,-0.93402
165,-0.6431
166,-0.6431
167,-0.6431
168,-0.6431
169,-5.3859
170,-11.4148
171,-13.6335
172,-20.3698
173,-25.9486
