Time of Rating,02-May-2016 13:37:07
Multimedia File,all_vocal_2 (1).m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,-1.3841
2,-1.436
3,-17.5606
4,-20.3114
5,-16.0991
6,-23.9743
7,-17.9384
8,-6.6074
9,3.2699
10,10.8585
11,-16.3358
12,0.89236
13,8.3869
14,12.5952
15,16.955
16,16.955
17,5.8997
18,-22.2318
19,-19.1222
20,-0.52727
21,10.4353
22,14.2857
23,-6.3495
24,-16.782
25,-18.3391
26,-18.3391
27,-18.3391
28,-18.3391
29,-17.1453
30,-9.4464
31,-0.072851
32,14.4834
33,22.4914
34,24.897
35,22.3183
36,10.8478
37,-6.7647
38,-17.21
39,-26.5612
40,-34.7232
41,-39.3599
