Time of Rating,14-Apr-2016 17:10:31
Multimedia File,module1.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,39.2589
2,36.8489
3,36.639
4,37.299
5,37.299
6,37.299
7,37.299
8,37.299
9,37.299
10,36.4952
11,37.1919
12,37.6206
13,37.6206
14,36.5916
15,36.4148
16,35.7556
17,37.8067
18,37.9421
19,37.6375
20,37.1459
21,38.9067
22,39.9786
23,40.1929
24,40.1929
25,39.9518
26,38.1452
27,39.1977
28,39.3129
29,36.9316
30,36.6559
31,36.6559
32,36.6559
33,36.6559
34,36.0741
35,36.0128
36,36.0128
37,35.0161
38,34.4051
39,35.0176
40,37.2652
41,37.6206
42,37.0418
43,35.8842
44,35.6913
45,35.6913
46,35.6913
47,35.6913
48,35.6913
49,35.6913
50,35.6913
51,35.6913
52,34.9839
53,34.4052
54,34.4052
55,34.4052
56,34.3544
57,34.0836
58,34.0836
59,34.0836
60,34.0836
61,34.0836
62,34.0836
63,34.0836
64,34.1318
65,35.9822
66,36.0128
67,36.0128
68,35.6575
69,35.3698
70,35.3698
71,35.3698
72,35.3698
73,35.3698
74,35.1554
75,33.762
76,33.7621
77,33.7621
78,34.4559
79,35.0482
80,35.0482
81,35.3698
82,35.3698
83,35.3698
84,35.3698
85,35.3698
86,35.3698
87,35.3698
88,35.3698
89,35.3698
90,35.3698
91,34.2827
92,35.2175
93,34.1755
94,35.8267
95,36.0128
96,35.2779
97,34.4728
98,35.3698
99,35.3698
100,35.3698
101,34.3569
102,35.4984
103,37.4344
104,37.6206
105,37.6206
106,37.6206
107,37.6206
108,37.6206
109,37.6206
110,37.6206
111,37.6206
112,37.4062
113,37.508
114,38.2637
115,38.2637
116,38.2637
117,38.2637
118,38.2637
119,38.5699
120,40.627
121,41.8007
122,41.8007
123,41.4791
124,41.6475
125,41.8007
126,41.7547
127,38.7206
128,37.9421
129,38.9986
130,40.7514
131,41.3719
132,41.4791
133,41.4791
134,41.0222
135,40.1929
136,40.1929
137,40.1929
138,37.345
139,38.6698
140,38.9067
141,38.6191
142,35.0482
143,34.742
144,34.6759
145,32.3074
146,31.5756
147,31.1897
148,31.1897
149,31.1897
150,31.1897
151,31.1897
152,31.205
153,32.2728
154,32.4759
155,32.7331
156,33.4405
157,33.4405
158,33.4405
159,34.5889
160,35.0482
161,35.0482
162,35.0482
163,35.0482
164,35.3238
165,35.6913
166,35.6301
167,34.2444
168,35.8775
169,36.0128
170,36.0128
171,36.0128
172,36.0128
173,36.6253
174,36.3683
175,35.6913
176,35.6913
177,35.6913
178,35.6913
179,35.209
180,34.7267
181,34.7436
182,37.0418
183,37.6206
184,36.0975
185,34.4817
186,33.4405
187,33.4405
188,34.5889
189,34.7267
190,34.7267
191,34.7267
192,34.7267
193,34.7267
194,34.7267
195,34.7267
196,34.7267
197,34.7267
198,34.7267
199,35.4616
200,35.4341
201,35.3698
202,35.3698
203,36.1313
204,36.3344
205,36.3344
206,36.3344
207,36.3344
208,36.3344
209,36.3344
210,36.3344
211,36.3344
212,36.3344
213,36.3344
214,36.3344
215,36.3006
216,35.7985
217,36.0128
218,35.9669
219,35.6913
220,35.6913
221,35.9452
222,37.5241
223,37.0694
224,35.8436
225,37.9881
226,37.6688
227,35.2513
228,34.2122
229,34.0836
230,34.497
231,36.5544
232,36.9775
233,37.6375
234,39.6463
235,41.816
236,41.716
237,39.213
238,39.6683
239,41.4944
240,41.8007
241,41.8007
242,41.571
243,39.3298
244,37.2531
245,35.4375
246,33.8103
247,32.8127
248,31.4097
249,28.9848
250,28.2958
251,28.2958
252,28.2958
253,28.2958
254,28.2958
255,27.6189
256,27.0096
257,27.0096
258,27.0096
259,27.0096
260,27.0096
261,27.0096
262,27.0096
263,27.0096
264,27.0096
265,27.0096
266,27.0096
267,26.2058
268,26.045
269,26.045
270,26.045
271,26.8743
272,26.2288
273,26.045
274,26.0958
275,28.3111
276,29.0743
277,30.4241
278,30.8682
279,31.8328
280,35.7929
281,39.2604
282,42.8724
283,46.2346
284,47.8794
285,47.91
286,47.91
287,47.91
288,47.91
289,47.91
290,47.91
291,47.8028
292,47.5884
293,47.5884
294,47.5884
295,47.5884
296,47.5884
297,47.5884
298,47.5884
299,47.5884
300,47.0257
301,46.9453
302,47.4023
303,47.91
304,47.013
305,48.4459
306,49.2605
307,49.5177
308,48.7299
309,49.7715
310,50.1608
311,50.1608
312,50.1608
313,50.1608
314,50.1439
315,48.8287
316,47.0638
317,45.8735
318,45.1853
319,46.93
320,46.9292
321,45.5238
322,45.4448
323,47.3151
324,48.553
325,48.553
326,48.553
327,48.4346
328,48.2315
329,48.2468
330,49.4669
331,49.5177
332,49.5177
333,48.8746
334,48.2315
335,47.9269
336,46.3941
337,50.2623
338,50.4823
339,50.4823
340,50.4823
341,49.8545
342,42.3591
343,47.864
344,43.0707
345,32.9904
346,28.3804
347,32.299
348,38.3708
349,40.1929
350,40.1929
351,40.1929
352,40.1929
353,40.1929
354,40.1929
355,40.1929
356,38.3991
357,34.941
358,32.1713
359,29.3829
360,24.7267
361,27.8897
362,27.8058
363,29.9374
364,30.2251
365,30.2251
366,30.2251
367,30.2251
368,30.2251
369,30.2251
370,30.2251
371,32.5218
372,34.0836
373,34.0836
374,34.4358
375,36.5375
376,35.3545
377,33.9144
378,33.5018
379,32.7974
380,32.7974
381,32.7974
382,35.3021
383,36.0128
384,35.6744
385,35.3698
386,35.3698
387,35.3698
388,35.3698
389,35.6236
390,35.6913
391,35.6913
392,36.6221
393,36.6559
394,36.6559
395,38.2637
396,38.4668
397,38.2637
398,38.2637
399,38.2637
400,38.2637
401,38.4405
402,38.478
403,37.3498
404,34.6961
405,32.019
406,30.0804
407,29.2451
408,28.6173
409,28.6173
410,28.4989
411,28.0202
412,26.9293
413,24.945
414,24.6823
