Time of Rating,18-Apr-2016 14:28:07
Multimedia File,all_vocal_2 (1).m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,-1.8006
2,-15.4502
3,-22.6206
4,-23.4727
5,-23.4727
6,-23.4727
7,-30.2572
8,-41.5595
9,-44.2376
10,-42.1681
11,-29.2097
12,-15.97
13,-4.6302
14,-3.8585
15,-3.8585
16,-3.8585
17,2.2049
18,9.8663
19,9.9678
20,9.5016
21,9.582
22,17.9904
23,19.6141
24,19.6141
25,21.0611
26,23.7942
27,23.7942
28,23.7942
29,31.7524
30,53.1511
31,59.8071
32,59.8071
33,59.8071
34,59.8071
35,59.3087
36,52.9421
37,47.4023
38,45.3836
39,44.373
40,44.373
41,43.4887
