Time of Rating,21-Apr-2016 11:30:16
Multimedia File,all_vocal_2.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0.36977
2,6.8201
3,15.1585
4,17.7974
5,21.3826
6,23.8907
7,24.1157
8,24.1157
9,24.7267
10,31.4952
11,33.7621
12,33.7621
13,33.762
14,33.7621
15,33.7621
16,33.762
17,33.7621
18,33.7621
19,33.8264
20,34.0836
21,33.7621
22,37.8778
23,42.4598
24,47.1543
25,48.8238
26,45.2457
27,40.0965
28,37.5529
29,35.8291
30,35.5466
31,35.0804
32,33.8128
33,34.3898
34,37.1704
35,38.7206
36,41.326
37,41.8007
38,41.8007
39,41.8007
40,41.8007
41,41.8007
42,41.9453
43,42.1222
44,42.1222
45,42.1222
46,42.1222
47,42.1222
48,42.1222
49,42.1222
50,42.1222
51,42.1222
52,41.4469
53,40.4019
54,38.9067
55,38.0646
56,34.7098
57,29.3064
58,24.6463
59,20.8199
60,14.4695
61,9.8663
62,9.3095
63,12.4725
64,16.2303
65,21.045
66,21.2219
67,21.2701
68,22.8135
69,22.8296
70,22.8296
71,23.0707
72,23.9127
73,27.2186
74,34.1448
75,36.2498
76,40.5757
77,42.1222
78,47.7492
79,52.4116
80,54.3408
81,54.2122
82,52.327
83,51.0335
84,47.6392
85,43.8065
86,40.7556
87,37.9929
88,37.9421
89,37.492
90,38.2154
91,40.6752
92,42.1222
