Time of Rating,21-Apr-2016 11:40:50
Multimedia File,video.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,-0.80386
3,-6.5832
4,-12.7086
5,-18.7781
6,-25.3376
7,-27.6527
8,-27.9574
9,-30.761
10,-34.2122
11,-36.8971
12,-38.7037
13,-39.2283
14,-39.2283
15,-39.2283
16,-39.2283
17,-39.2283
18,-39.2283
19,-39.2283
20,-39.2283
21,-39.2283
22,-38.8585
23,-34.3569
24,-26.8235
25,-21.7578
26,-20.9003
27,-20.9003
28,-21.1147
29,-24.3087
30,-28.8424
31,-33.3051
32,-38.2024
33,-42.8296
34,-47.2161
35,-52.5494
36,-52.0562
37,-45.3529
38,-43.7299
39,-43.3318
40,-40.0406
41,-37.299
42,-37.299
43,-37.299
44,-37.2837
45,-33.7781
46,-27.09
47,-22.492
48,-19.5295
49,-14.9135
50,-5.5847
51,0.32154
52,5.0643
53,8.2637
54,11.1736
55,12.3633
56,18.8103
57,25.6592
58,27.3312
59,27.3312
60,27.3312
61,26.9943
62,24.8942
63,23.1511
64,21.7042
65,19.1961
66,15.4823
67,9.373
68,5.0322
69,-0.1447
70,-5.8682
71,-10.8986
72,-17.1643
73,-22.926
74,-28.7189
75,-33.6549
76,-37.6206
77,-42.8778
78,-45.9325
79,-40.836
80,-33.2476
81,-23.4896
82,-14.2092
83,-4.9247
84,3.4604
85,9.8392
86,13.5852
87,14.7749
88,14.791
89,14.0675
90,10.3232
91,6.2624
92,2.3151
93,-3.8585
94,-8.6495
95,-12.9464
96,-15.5719
97,-17.9895
98,-21.2066
99,-25.2733
100,-28.5497
101,-23.6717
102,-15.231
103,-7.0586
104,-1.463
105,7.1222
106,14.0514
107,14.1479
108,14.1479
109,13.8941
110,12.1115
111,7.717
112,1.0611
113,-4.1158
114,-9.7478
115,-14.347
116,-14.8071
117,-9.2444
118,-4.9755
119,-4.8231
120,-4.8691
121,-7.1078
122,-11.3765
123,-13.746
124,-18.2476
125,-23.4244
126,-24.7588
127,-23.9626
128,-20.5449
129,-20.2572
130,-21.8988
131,-25.4326
132,-28.7621
133,-29.9882
134,-30.2251
135,-30.2251
136,-30.2251
137,-30.2251
138,-31.5419
139,-36.6881
140,-42.7145
141,-46.2716
142,-50.8377
143,-53.2078
144,-54.5338
145,-53.328
146,-44.5016
147,-33.4236
148,-22.0946
149,-11.7956
150,-2.4805
151,0.96462
152,5.5145
153,17.5241
154,25.3173
155,33.1343
156,42.3083
157,49.1196
158,55.418
159,61.1415
160,62.3794
161,62.3794
162,62.0732
163,60.8199
164,56.9775
165,56.9132
166,56.9132
167,56.9132
168,57.167
169,54.2949
170,47.4437
171,49.3408
172,58.0386
173,63.6825
174,72.286
175,76.3987
176,78.0547
177,83.1613
178,89.1747
179,89.6302
180,90.0322
181,90.0322
182,90.7074
183,89.791
184,83.5209
