Time of Rating,26-Apr-2016 09:41:46
Multimedia File,video.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,0
3,0
4,0
5,0
6,-0.29092
7,-5.6913
8,-8.9871
9,-9.6945
10,-13.7925
11,-13.2445
12,-13.251
13,-8.6817
14,-8.8746
15,-9.3247
16,-9.3247
17,-9.3247
18,-9.3247
19,-9.1217
20,-8.7276
21,-9.0032
22,-8.955
23,-6.4791
24,-3.1816
25,0.29093
26,0.69132
27,3.955
28,-0.65917
29,-1.5113
30,-2.8457
31,-5.1785
32,-7.9008
33,-9.3247
34,-9.3247
35,-9.3247
36,-9.3247
37,-9.0514
38,-7.2669
39,-6.447
40,-7.7678
41,-8.4826
42,-10.611
43,-10.9325
44,-10.0444
45,-9.9678
46,-10.9164
47,-14.2605
48,-15.4502
49,-16.0772
50,-16.0772
51,-15.7556
52,-15.7556
53,-16.3528
54,-14.2605
55,-11.6881
56,-9.0354
57,-8.9525
58,-8.0386
59,-8.9186
60,-13.3058
61,-16.2701
62,-18.0547
63,-19.4373
64,-20.2572
65,-20.4563
66,-20.5788
67,-20.9922
68,-21.3826
69,-22.4911
70,-22.5081
71,-22.5081
72,-22.5081
73,-22.5081
74,-22.299
75,-22.0418
76,-24.0988
77,-24.4373
78,-25.5204
79,-25.7235
80,-25.1769
81,-22.4598
82,-19.0193
83,-18.2095
84,-13.7498
85,-10
86,-9.0032
87,-9.5981
88,-13.1029
89,-16.6238
90,-18.1757
91,-18.8792
92,-21.7846
93,-23.4405
94,-23.7781
95,-23.7942
96,-23.746
97,-22.5588
98,-23.1511
99,-23.1511
100,-23.3349
101,-25.1125
102,-29.3789
103,-34.3898
104,-37.6527
105,-40.0322
106,-41.3437
107,-41.4791
108,-41.4791
109,-41.4791
110,-41.7088
111,-43.8822
112,-44.0515
113,-44.0515
114,-42.6045
115,-41.1576
116,-40.7683
117,-39.2436
118,-32.1205
119,-31.1744
120,-34.582
121,-36.9293
122,-38.2154
123,-39.6345
124,-40.0704
125,-41.1576
126,-40.4685
127,-38.1994
128,-35.319
129,-34.298
130,-36.1652
131,-36.9775
132,-36.9775
133,-36.9775
134,-35.9164
135,-33.7282
136,-32.7975
137,-32.7975
138,-32.5065
139,-32.4759
140,-32.6688
141,-32.7975
142,-32.8144
143,-31.7562
144,-26.865
145,-22.0097
146,-20.9003
147,-20.6247
148,-20.2572
149,-19.9019
150,-20.4104
151,-21.2219
152,-22.0418
153,-19.2757
154,-22.5373
155,-23.6927
156,-24.4373
157,-21.9721
158,-19.0388
159,-22.4315
160,-26.5113
161,-18.7942
162,-16.7203
163,-16.7203
164,-15.6109
165,-12.134
166,-8.2989
167,-7.3955
168,-6.3666
169,-6.7042
170,-12.8448
171,-7.2424
172,0.49077
173,-0.6431
174,-0.6431
175,-0.6431
176,-0.6431
177,-0.6431
178,-0.6431
179,-0.6431
180,-0.6431
181,-0.6431
182,-0.6431
183,-0.6431
184,-0.6431
