Time of Rating,21-May-2016 11:18:19
Multimedia File,start_seg.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,-0.99338
2,0.22656
3,3.4374
4,9.4109
5,7.0482
6,-3.7417
7,-7.1279
8,-10.6433
9,-12.5828
10,-12.5828
11,-13.4934
12,-14.5695
13,-14.5695
14,-14.5695
15,-14.5695
16,-14.5695
17,-14.5695
18,-14.5695
19,-15.2649
20,-16.1921
21,-12.9488
22,-14.333
23,-3.5099
24,10.0166
25,16.2077
26,11.8874
27,-1.7345
28,-9.3761
29,-11.5736
30,-13.2285
31,-13.2451
32,-13.5265
33,-13.5762
34,-13.5762
35,-13.5762
36,-13.5762
37,-13.5762
38,-13.5762
39,-13.5762
40,-13.5762
41,-13.5762
42,-13.5762
43,-13.5762
44,-13.5762
45,-12.7152
46,-10.4801
47,-9.5504
48,-16.777
49,-21.5057
50,-23.9672
51,-25.3573
52,-27.0262
53,-27.7318
54,-25.915
55,-29.7383
56,-31.159
57,-32.5331
58,-33.8907
59,-35.2152
60,-35.4305
61,-35.4305
62,-35.4305
63,-35.4305
64,-34.9417
65,-33.0133
66,-31.0265
67,-23.1457
68,-11.5371
69,-3.059
70,-4.8013
71,-9.9669
72,-10.9097
73,-10.9271
74,-10.9745
75,-12.2516
76,-12.2516
77,-12.2516
78,-12.6656
79,-15.6457
80,-16.748
81,-9.1769
82,-9.5155
83,-13.9388
84,-15.9986
85,-17.597
86,-18.957
87,-19.2053
88,-18.3444
89,-18.2119
90,-18.2119
91,-17.4277
92,-15.153
93,-15.1987
94,-15.8069
95,-15.2633
96,-4.5138
97,6.9536
98,12.1192
99,12.0199
100,10.7947
101,13.5587
102,14.5695
103,14.5695
104,14.5695
105,15.0165
106,15.0331
107,14.0232
108,14.4998
109,14.7903
110,14.9006
111,14.404
112,14.7089
113,15.4758
114,15.831
115,15.894
116,15.894
117,15.894
118,15.894
119,15.894
120,15.894
121,15.8467
122,14.2053
123,12.947
124,14.1722
125,15.4636
126,21.4569
127,25.745
128,16.9702
129,9.0728
130,2.649
131,-4.1652
132,-9.9172
133,3.5478
134,16.2426
135,19.2841
136,30.0331
137,33.5927
138,20.7041
139,7.0033
140,-0.4415
141,-3.259
142,-5.9287
143,-7.3545
144,-8.8143
145,-10.6126
146,-10.9271
147,-11.1321
148,-12.5497
149,-12.5828
150,-12.5828
151,-12.5828
152,-12.5828
153,-12.5828
154,-12.5828
155,-12.5828
156,-12.5828
157,-12.5828
158,-12.5828
159,-13.4272
160,-17.3405
161,-24.5349
162,-28.4071
163,-30.0694
164,-30.4636
165,-30.7947
166,-32.8642
167,-35.3608
168,-36.5973
169,-30.2544
170,-22.5008
171,-4.8841
172,1.3942
173,-8.4043
174,-10.4217
175,-9.918
176,-4.8013
177,-2.1854
178,-4.5861
179,-10.1952
180,-13.7969
181,-15.6501
182,-17.7074
183,-19.8676
184,-22.1027
185,-22.8973
186,-23.5797
187,-24.8187
188,-25.1656
189,-25.1656
190,-25.2179
191,-26.0596
192,-26.4743
193,-25.8453
194,-22.8162
195,-22.1855
196,-23.1126
197,-24.6689
198,-24.4371
199,-20.3974
200,-19.9547
201,-20.1514
202,-19.8675
203,-19.8675
204,-20.0993
205,-21.0003
206,-20.656
207,-17.6717
208,-16.8874
209,-15.0052
210,-16.8086
211,-17.9636
212,-23.9282
213,-25.4021
214,-26.9955
215,-30.9997
216,-28.442
217,-24.5191
218,-28.6424
219,-31.8926
220,-30.3532
221,-25.6788
222,-24.3212
223,-24.8345
224,-25.0331
225,-26.3855
226,-28.9404
227,-30.1325
228,-29.6619
229,-28.9814
230,-27.8477
231,-26.2914
232,-18.9238
233,-13.611
234,-12.3463
235,-5.9437
236,1.0099
237,0.60997
238,-11.8378
239,-18.4642
240,-22.0567
