Time of Rating,29-Apr-2016 11:31:43
Multimedia File,all_vocal_1.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,-0.35539
3,-3.6288
4,-12.701
5,-15.9756
6,-8.3295
7,-1.2693
8,2.358
9,-4.1158
10,-16.9293
11,-26.6881
12,-35.4823
13,-42.015
14,-42.7653
15,-42.7653
16,-42.7653
17,-42.7653
18,-44.9653
19,-42.701
20,-30.5007
21,-21.2388
22,-19.2926
23,-23.4727
24,-32.0579
25,-39.6264
26,-39.1437
27,-33.8999
28,-29.2926
29,-25.627
30,-26.0789
31,-27.5915
32,-29.582
33,-31.1559
34,-33.4405
35,-32.0697
36,-26.8565
37,-22.3388
38,-22.1865
39,-25.2947
40,-27.6527
41,-26.7034
42,-23.8264
43,-22.1704
44,-20.5788
45,-20.528
46,-15.5413
47,-9.6125
48,-7.7171
49,-11.0679
50,-15.7863
51,-23.4405
52,-28.2789
53,-34.7573
54,-42.4277
55,-50.836
56,-53.8103
57,-54.8232
58,-50.7878
59,-49.4669
60,-46.1951
61,-44.0515
62,-44.0515
63,-44.0515
64,-44.0515
65,-44.0515
66,-44.0515
67,-40.8666
68,-32.7171
69,-22.6527
70,-18.2434
71,-18.2476
72,-23.9627
73,-17.1603
74,-4.0882
75,5.2412
76,4.9839
77,-2.3523
78,-12.508
