Time of Rating,21-May-2016 11:34:39
Multimedia File,end_seg.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,-2.9801
2,-2.9801
3,-2.9801
4,-3.1718
5,1.9205
6,17.7152
7,26.0099
8,30.6213
9,35.3608
10,29.8802
11,6.0823
12,-12.5986
13,-3.2119
14,11.5545
15,19.5837
16,22.3946
17,22.7373
18,12.9488
19,-8.1788
20,-6.5121
21,-1.1677
22,4.4308
23,8.6093
24,-3.4216
25,9.5364
26,14.8484
27,15.2318
28,15.2318
29,15.2318
30,15.2318
31,12.9454
32,15.5629
33,22.0983
34,22.1854
35,22.1854
36,21.9174
37,18.787
38,15.5629
39,18.9439
40,24.2053
41,31.1258
42,34.8553
43,35.9666
44,37.1689
45,40.0139
46,42.4007
47,45.6954
48,49.6531
49,52.893
50,54.2573
51,54.3046
52,54.3046
53,54.3046
54,54.3046
55,54.3046
56,54.3046
57,54.3046
58,53.3112
59,46.904
60,42.7941
61,39.8745
62,37.0073
63,38.184
64,41.1921
65,45.2483
66,44.9834
67,38.1898
68,35.901
69,37.9376
70,38.7417
71,38.7417
72,38.7417
73,38.7417
74,38.7417
75,38.7417
76,38.2529
77,39.404
78,39.404
79,37.8272
80,35.0993
81,34.4371
82,35.3607
83,38.3475
84,40.2483
85,43.1509
86,45.0165
87,47.2848
88,48.6282
89,49.3378
90,49.3378
91,47.6656
92,46.0265
93,46.468
94,48.5762
95,49.8013
96,49.7848
97,47.8974
98,46.0613
99,44.553
100,43.0937
101,42.7152
102,42.7152
103,43.1291
104,44.8179
105,45.6953
106,45.8278
107,46.3576
108,46.3576
109,45.8373
110,44.702
111,44.702
112,44.702
113,44.702
114,45.4746
115,46.6888
116,46.6888
117,46.8979
118,47.351
119,47.351
120,47.3161
121,46.1842
122,45.2597
123,43.1883
124,43.604
125,47.3179
126,48.5336
127,50.2091
128,51.6241
129,49.8954
130,48.3444
131,47.5166
132,46.6888
133,48.5012
134,50.9934
135,51.6556
136,51.6556
137,49.1809
138,45.9792
139,45.1202
140,45.6638
141,45.0854
142,44.4339
143,43.841
144,44.7185
145,45.0331
146,45.0331
147,45.5692
148,48.1701
149,49.9212
150,50.3311
151,50.3311
152,50.0473
153,48.083
154,47.1776
155,45.6954
156,45.0331
157,45.0331
158,48.0464
159,49.6531
160,49.7212
161,50.8199
162,49.702
163,28.8907
164,12.4434
165,20.5298
166,29.0287
167,30.8644
168,32.0877
169,33.0603
170,33.4437
171,32.1192
172,28.6755
173,27.7042
174,30.0627
175,32.813
176,34.4371
177,32.798
178,27.4677
179,24.6776
180,23.3838
181,27.5183
182,29.4387
183,30.3242
184,30.7947
185,28.5241
186,29.8013
187,36.9442
188,44.702
189,50.7781
190,52.947
191,55.1063
192,55.9603
193,52.2848
194,31.3466
195,1.7881
196,-24.553
197,-19.9172
198,-16.6957
199,-22.8319
200,-28.9404
201,-29.3378
202,-15.4801
203,-2.202
204,6.4482
205,7.947
206,8.2151
207,9.1556
208,6.5397
209,-13.8245
210,-32.8686
211,-44.5033
212,-51.3411
213,-46.5311
214,-41.0247
215,-39.2463
216,-41.9484
217,-41.7219
218,-36.2977
219,-43.726
220,-53.0117
221,-53.9735
222,-55.7782
223,-57.4669
224,-56.1171
225,-56.1495
226,-56.2914
227,-53.6266
228,-50.0523
229,-45.1277
230,-43.6738
231,-45.7285
232,-46.0265
233,-46.0265
234,-46.0265
235,-46.0265
236,-46.0265
237,-46.0265
238,-45.7477
239,-45.585
240,-48.3249
