Time of Rating,03-May-2016 14:20:02
Multimedia File,all_vocal_1.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0.2801
2,0.2801
3,3.9076
4,10.9096
5,12.2716
6,15.4062
7,17.8338
8,36.5826
9,39.6219
10,35.6723
11,37.5055
12,38.1086
13,41.0438
14,44.1777
15,43.5154
16,39.1317
17,42.8711
18,51.5259
19,54.9686
20,52.3809
21,52.3809
22,52.3809
23,51.8797
24,43.6308
25,40.2329
26,39.6292
27,41.4566
28,41.7227
29,42.577
30,42.577
31,42.577
32,42.577
33,42.577
34,41.2885
35,38.2913
36,39.2157
37,39.2157
38,39.2157
39,39.2157
40,40.4342
41,51.4374
42,47.395
43,40.8563
44,40.3361
45,40.6863
46,41.1905
47,37.2829
48,36.3703
49,42.7031
50,43.9776
51,41.2944
52,32.9598
53,29.0874
54,27.1709
55,27.0108
56,20.9347
57,18.8876
58,20.802
59,24.7699
60,24.8268
61,22.7424
62,20.6443
63,20.4629
64,24.7832
65,28.999
66,29.6919
67,29.1906
68,38.2773
69,44.4178
70,47.0588
71,45.6316
72,45.098
73,45.098
74,45.098
75,45.098
76,45.098
77,45.098
78,46.6053
