Time of Rating,28-Apr-2016 12:18:02
Multimedia File,start_seg.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,-0.18616
3,-4.7313
4,-12.8296
5,-18.988
6,-17.8227
7,-8.9017
8,-3.8432
9,-1.3826
10,2.2677
11,4.8538
12,10.5771
13,17.348
14,24.3358
15,30.3169
16,34.1801
17,35.0482
18,35.0482
19,35.0482
20,32.3381
21,20.3249
22,9.2788
23,-3.8264
24,-14.4018
25,-29.3983
26,-39.8375
27,-39.4733
28,-29.6624
29,-21.9293
30,-16.6238
31,-9.494
32,0.68902
33,10.3909
34,15.526
35,22.3955
36,27.0579
37,31.6881
38,37.8406
39,43.5768
40,47.9903
41,50.8039
42,50.8039
43,50.8039
44,50.8039
45,47.5377
46,36.6866
47,21.9775
48,16.4952
49,11.4791
50,7.4437
51,10.5145
52,16.5434
53,19.4051
54,22.5927
55,25.6163
56,32.0096
57,37.3498
58,40.1776
59,42.8778
60,44.2122
61,45.4823
62,46.4309
63,43.2637
64,35.2344
65,27.9743
66,27.4666
67,30.4701
68,32.2389
69,34.8032
70,38.8264
71,37.536
72,36.9775
73,36.4469
74,34.2604
75,31.0611
76,29.9839
77,28.9871
78,26.7896
79,25.2947
80,24.4204
81,23.1511
82,27.3794
83,36.045
84,41.9453
85,45.2894
86,48.0707
87,52.0579
88,53.2958
89,53.3762
90,53.3762
91,53.3762
92,53.3762
93,53.3762
94,53.3762
95,50.8199
96,44.9839
97,35.6744
98,25.356
99,20.9807
100,19.6141
101,20.308
102,24.6363
103,31.4148
104,37.9083
105,39.8714
106,40.209
107,40.7717
108,40.836
109,40.836
110,40.176
111,32.9159
112,22.064
113,17.6172
114,14.2245
115,9.164
116,7.1586
117,10.0444
118,12.794
119,15.036
120,15.4341
121,17.6543
122,19.3569
123,15.0965
124,3.3119
125,-8.7663
126,-16.1384
127,-17.9726
128,-12.0043
129,-4.8392
130,3.8247
131,8.207
132,12.6417
133,14.5613
134,9.791
135,-1.3023
136,-12.0257
137,-19.2926
138,-28.5255
139,-35.0322
140,-34.7749
141,-26.881
142,-18.0707
143,-10.4502
144,-3.135
145,5.3859
146,12.6756
147,20.0429
148,32.1865
149,41.4114
150,46.2104
151,38.8264
152,27.4276
153,19.5464
154,18.7811
155,21.8828
156,28.3441
157,34.8951
158,39.6852
159,43.5155
160,49.2122
161,52.53
162,53.9887
163,56.2024
164,58.1687
165,56.5239
166,55.627
167,55.627
168,55.627
169,55.627
170,51.7854
171,43.1634
172,36.6898
173,33.5171
174,25.1286
175,17.0926
176,6.6759
177,1.2862
178,12.5861
179,20.8521
180,27.4598
181,38.9871
182,44.1868
183,47.7262
184,51.0408
185,56.0251
186,59.2765
187,61.9614
188,65.2572
189,66.2379
190,66.2379
191,66.2379
192,66.2379
193,66.2379
194,64.5843
195,58.6656
196,51.6077
197,46.7203
198,43.0386
199,41.9936
200,41.8007
201,41.8007
202,41.8007
203,41.8007
204,41.8007
205,41.8007
206,41.8007
207,41.8007
208,42.8296
209,47.7331
210,53.0386
211,57.1383
212,58.5209
213,57.3955
214,50.4823
215,47.03
216,46.3022
217,46.3022
218,46.93
219,49.9408
220,53.0547
221,51.0932
222,40.836
223,33.5936
224,31.5112
225,31.1897
226,32.09
227,39.6141
228,47.3473
229,51.4808
230,55.1677
231,56.2532
232,50.7579
233,43.3923
234,34.6082
235,26.2594
236,25.9968
237,24.5338
238,24.791
239,30.3055
240,37.567
