Time of Rating,28-Apr-2016 12:32:42
Multimedia File,mid_seg.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,0.43408
3,1.5434
4,5.7112
5,10.6109
6,13.0608
7,15.2818
8,19.2926
9,22.3855
10,25.9773
11,29.1686
12,30.9325
13,32.717
14,32.7974
15,32.3151
16,21.1606
17,9.8832
18,6.4309
19,4.8231
20,6.8167
21,15.4341
22,20.4823
23,25.2733
24,31.6128
25,36.4309
26,41.0351
27,45.5145
28,46.3022
29,46.3022
30,46.3022
31,47.5884
32,47.91
33,48.6038
34,48.6013
35,48.553
36,48.553
37,48.553
38,47.5425
39,47.2669
40,47.2669
41,47.2669
42,47.2669
43,47.2669
44,47.2669
45,47.2669
46,47.2669
47,47.4047
48,44.8071
49,39.1098
50,34.4051
51,31.6297
52,31.9293
53,34.7428
54,38.6013
55,44.1127
56,47.3473
57,50.7192
58,54.9992
59,59.8071
60,64.7825
61,69.9433
62,73.9042
63,74.5981
64,74.5981
65,74.4296
66,70.7235
67,68.6174
68,68.4887
69,68.4887
70,68.4887
71,68.4887
72,68.4887
73,68.4887
74,68.4887
75,68.4887
76,68.4887
77,68.4887
78,68.4887
79,68.4887
80,68.4887
81,68.4887
82,68.4887
83,68.4887
84,68.4887
85,68.4887
86,68.4887
87,67.9222
88,67.2026
89,67.2026
90,67.2026
91,67.2026
92,67.2026
93,64.9679
94,58.3831
95,55.6439
96,58.1381
97,64.2748
98,70.418
99,72.6688
100,72.6688
101,72.6688
102,72.6688
103,72.6688
104,72.6688
105,72.8135
106,73.22
107,73.3119
108,73.3119
109,73.3119
110,73.3119
111,73.3119
112,73.0669
113,72.9227
114,71.6077
115,69.4534
116,68.8103
117,68.8103
118,68.7299
119,68.4887
120,68.4887
121,68.4887
122,68.4887
123,68.4887
124,68.4887
125,68.4887
126,68.4887
127,65.6867
128,60.1286
129,53.6817
130,47.0807
131,44.4189
132,45.3545
133,49.9518
134,53.0393
135,54.9501
136,58.2453
137,60.7717
138,62.6091
139,63.6656
140,63.6656
141,63.6656
142,63.6656
143,63.6656
144,62.9548
145,57.3266
146,49.4695
147,41.7846
148,36.5916
149,29.4635
150,25.0498
151,22.1865
152,20.9968
153,19.2773
154,18.1249
155,17.4093
156,16.5002
157,15.7556
158,15.1608
159,15.0161
160,17.5833
161,20.9003
162,22.9827
163,25.0296
164,28.5408
165,29.0032
166,23.0157
167,15.1447
168,7.7477
169,1.5916
170,-4.7047
171,-9.5544
172,-10.7294
173,-12.492
174,-12.5402
175,-12.5402
176,-12.4437
177,-11.8294
178,-10.7181
179,-9.1048
180,-6.672
181,-4.3026
182,4.417
183,8.8654
184,15.1633
185,21.8006
186,29.8071
187,35.7373
188,39.8231
189,42.596
190,44.0974
191,46.1669
192,47.7492
193,53.759
194,59.8071
195,62.0426
196,59.5194
197,51.9369
198,44.3561
199,35.0161
200,27.2853
201,29.8528
202,37.4675
203,41.4622
204,41.4791
205,41.4791
206,41.4791
207,42.2026
208,43.1511
209,45.1386
210,46.4884
211,47.5119
212,48.1029
213,52.31
214,57.6328
215,61.4656
216,64.7987
217,65.2733
218,65.2733
219,65.2733
220,65.0161
221,60.7411
222,53.8331
223,45.1386
224,34.8071
225,23.5404
226,10.5788
227,1.6238
228,-3.3992
229,-2.6231
230,3.0317
231,11.1525
232,17.1704
233,23.932
234,29.0675
235,27.9904
236,17.8372
237,6.4921
238,-4.7047
239,-14.373
240,-20.6972
