Time of Rating,03-May-2016 13:48:30
Multimedia File,all_vocal_2.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,-0.79833
3,-0.48651
4,11.2312
5,21.6947
6,18.7675
7,18.7675
8,18.7675
9,18.7675
10,20.8823
11,17.647
12,17.647
13,17.647
14,22.6891
15,30.4143
16,27.4376
17,31.3865
18,32.493
19,32.493
20,32.493
21,32.493
22,32.493
23,32.0128
24,32.4488
25,31.3726
26,31.3726
27,31.3726
28,31.3726
29,31.3726
30,32.479
31,31.6674
32,30.2521
33,30.2521
34,30.4143
35,31.0524
36,31.6526
37,31.6526
38,31.6526
39,31.6526
40,31.6379
41,29.4707
42,31.8127
43,31.9328
44,29.6499
45,27.591
46,27.1709
47,27.1709
48,27.4215
49,26.0771
50,24.93
51,24.0896
52,20.8963
53,24.0896
54,27.1709
55,27.1709
56,29.5318
57,30.2521
58,29.3277
59,28.5994
60,28.2913
61,28.2913
62,28.2913
63,28.2913
64,30.3081
65,30.8123
66,30.8123
67,30.8123
68,31.0391
69,31.3726
70,31.3726
71,30.7239
72,30.5322
73,30.4061
74,30.3405
75,31.9328
76,31.9328
77,31.9328
78,32.0212
79,32.1619
80,34.6454
81,35.014
82,34.4805
83,34.5127
84,34.7872
85,34.1737
86,33.4218
87,26.1571
88,24.1928
89,24.183
