Time of Rating,03-May-2016 14:11:55
Multimedia File,video.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,0
3,4.7619
4,8.6835
5,8.6835
6,13.9389
7,16.5266
8,16.5266
9,16.5266
10,16.5266
11,16.5266
12,11.2929
13,9.4304
14,8.1822
15,5.3501
16,-13.1519
17,-23.9422
18,-28.8515
19,-29.2938
20,-29.6639
21,-28.0952
22,-28.9076
23,-33.5868
24,-34.2769
25,-34.4538
26,-34.4538
27,-34.4538
28,-35.3742
29,-37.0485
30,-35.2141
31,-28.999
32,-24.0496
33,-15.9369
34,-12.8852
35,-12.7251
36,-3.7447
37,2.7077
38,6.8554
39,8.3233
40,10.6162
41,10.8064
42,11.5406
43,14.1036
44,15.086
45,16.2465
46,16.4733
47,17.647
48,16.8215
49,18.6608
50,19.6078
51,19.6345
52,20.4482
53,17.5404
54,16.8067
55,15.056
56,11.8581
57,11.057
58,13.0052
59,14.0476
60,14.5658
61,11.0571
62,0.77364
63,-6.1065
64,-12.5756
65,-16.8201
66,-20.345
67,-21.4146
68,-23.3613
69,-22.577
70,-20.7416
71,-20.6988
72,-16.7267
73,-12.6471
74,-17.4554
75,-19.3011
76,-19.4899
77,-17.7004
78,-14.6101
79,-14.5658
80,-18.4034
81,-21.5266
82,-24.3698
83,-22.5122
84,-20.7283
85,-19.9175
86,-21.0484
87,-23.9496
88,-24.4287
89,-22.2622
90,-21.2885
91,-22.9825
92,-27.967
93,-29.6078
94,-35.9611
95,-40.8079
96,-41.3232
97,-40.8226
98,-38.0286
99,-34.5518
100,-31.2841
101,-30.5322
102,-29.6919
103,-26.0104
104,-25.2101
105,-22.489
106,-16.8628
107,-11.5583
108,-14.5792
109,-19.7848
110,-22.9158
111,-22.9987
112,-19.5412
113,-15.8632
114,-10.8824
115,-9.2037
116,1.0467
117,3.9216
118,2.9272
119,2.3389
120,5.6022
121,9.0476
122,11.4179
123,9.7744
124,10.4709
125,10.2462
126,9.2437
127,10.112
128,11.1765
129,13.5387
130,16.1728
131,14.8326
132,14.0203
133,16.2185
134,16.6333
135,13.3274
136,12.8852
137,12.5756
138,11.0978
139,10.4482
140,9.7892
141,2.9212
142,0.61919
143,4.4151
144,5.7349
145,-7.3763
146,-17.563
147,-25.6524
148,-31.3866
149,-37.7871
150,-40.0293
151,-44.2872
152,-45.0981
153,-44.2857
154,-38.508
155,-36.4279
156,-31.4463
157,-29.4518
158,-27.451
159,-26.8908
160,-28.3798
161,-12.367
162,-0.97373
163,-0.56023
164,-0.56023
165,-0.56023
166,-0.56023
167,-0.56023
168,-0.56023
169,-0.56023
170,-0.56023
171,-0.56023
172,-0.56023
173,-0.56023
174,-0.56023
175,-0.56023
176,-0.56023
177,-0.56023
178,-0.56023
179,-0.56023
180,-0.56023
181,-0.56023
182,-0.56023
