Time of Rating,28-Apr-2016 12:37:25
Multimedia File,mid_seg.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,-1.8489
3,-7.7324
4,-13.4879
5,-23.0439
6,-32.1036
7,-40.5145
8,-47.1444
9,-53.7147
10,-57.3572
11,-61.6686
12,-68.1825
13,-77.0181
14,-81.1208
15,-81.3505
16,-81.3505
17,-81.3505
18,-81.3505
19,-81.5189
20,-84.2765
21,-88.1511
22,-89.373
23,-89.3891
24,-89.3891
25,-89.3891
26,-89.3891
27,-89.3891
28,-88.7798
29,-88.4244
30,-88.4244
31,-88.4244
32,-88.4244
33,-88.4244
34,-88.4244
35,-88.4244
36,-88.4244
37,-87.8939
38,-87.7813
39,-87.7813
40,-87.7813
41,-87.5614
42,-84.1318
43,-76.4814
44,-72.1273
45,-72.0257
46,-72.0257
47,-73.735
48,-76.5113
49,-78.7138
50,-80.1256
51,-80.9782
52,-81.3505
53,-81.3505
54,-83.5852
55,-87.5823
56,-91.6906
57,-94.7328
58,-96.8523
59,-98.331
60,-99.0185
61,-99.6785
62,-99.6785
63,-99.6785
64,-98.377
65,-92.7399
66,-87.717
67,-84.3569
68,-81.8328
69,-81.3505
70,-81.3505
71,-80.8911
72,-80.7074
73,-80.7074
74,-80.7074
75,-80.7074
76,-80.7074
77,-80.7074
78,-80.7074
79,-80.7074
80,-80.7074
81,-80.7074
82,-80.7074
83,-80.7074
84,-80.7074
85,-80.7074
86,-80.7074
87,-80.7074
88,-80.7074
89,-80.7074
90,-80.7074
91,-80.7074
92,-79.6203
93,-67.6849
94,-62.7179
95,-66.3451
96,-75.6753
97,-84.6463
98,-90.8445
99,-98.3923
100,-100
101,-100
102,-100
103,-100
104,-100
105,-100
106,-100
107,-100
108,-100
109,-100
110,-100
111,-98.3157
112,-94.0938
113,-89.9357
114,-87.9804
115,-85.8521
116,-83.2797
117,-83.2797
118,-83.2797
119,-83.2797
120,-83.2797
121,-83.2797
122,-82.8228
123,-82.8663
124,-89.1183
125,-94.7328
126,-97.7154
127,-99.0515
128,-97.6573
129,-91.7922
130,-87.1383
131,-82.4336
132,-77.3389
133,-76.2058
134,-76.447
135,-80.8199
136,-84.3798
137,-86.5258
138,-87.4598
139,-87.4598
140,-87.4598
141,-85.8062
142,-79.0489
143,-72.9904
144,-68.4727
145,-67.101
146,-65.3698
147,-65.2733
148,-65.2733
149,-65.2733
150,-65.2733
151,-65.2733
152,-65.2733
153,-65.1508
154,-64.9518
155,-64.9518
156,-64.9518
157,-64.9518
158,-64.9518
159,-64.9518
160,-64.9518
161,-65.6287
162,-67.1719
163,-67.8456
164,-67.8456
165,-66.927
166,-58.5548
167,-51.7532
168,-48.1469
169,-48.1511
170,-52.4575
171,-56.6255
172,-60.9248
173,-66.7964
174,-74.1847
175,-77.8457
176,-81.9293
177,-85.0567
178,-85.9968
179,-88.8685
180,-91.865
181,-94.1801
182,-90.3055
183,-79.8782
184,-65.4571
185,-56.9132
186,-51.4791
187,-40.0575
188,-28.4642
189,-19.8511
190,-16.3505
191,-9.1563
192,-7.0739
193,-7.0739
194,-5.1447
195,-0.57878
196,1.6754
197,5.3055
198,6.4309
199,10.3402
200,15.3728
201,20.9849
202,20.7778
203,18.6334
204,15.1464
205,8.4214
206,2.0646
207,-5.6347
208,-8.6648
209,-3.9198
210,8.0707
211,21.7296
212,26.4737
213,27.0096
214,27.0096
215,28.0081
216,28.2958
217,28.2958
218,26.9589
219,22.799
220,20.0711
221,20.0888
222,22.6688
223,23.7434
224,30.7556
225,34.2765
226,34.3745
227,31.4436
228,27.959
229,25.9486
230,20.748
231,17.8939
232,12.9995
233,5.836
234,2.3794
235,-4.4678
236,1.865
237,6.6299
238,5.7878
239,3.6135
240,1.0897
