Time of Rating,28-Apr-2016 12:22:54
Multimedia File,start_seg.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,-0.29092
3,4.2604
4,12.299
5,15.6372
6,17.5011
7,12.3879
8,7.0739
9,17.3021
10,31.6238
11,35.3698
12,35.3698
13,35.3698
14,34.6945
15,29.5659
16,16.7203
17,4.3493
18,-7.6711
19,-14.6048
20,-21.4791
21,-28.1029
22,-36.9293
23,-33.318
24,-21.0526
25,-8.0386
26,4.5693
27,11.3918
28,12.2186
29,12.1848
30,7.1811
31,-3.6216
32,-11.2846
33,-17.3295
34,-23.9228
35,-28.9389
36,-34.1852
37,-37.2837
38,-37.299
39,-37.299
40,-37.299
41,-37.299
42,-37.299
43,-37.299
44,-31.4347
45,-29.2604
46,-29.2604
47,-29.5054
48,-30.8682
49,-30.8682
50,-30.6312
51,-21.819
52,-19.6141
53,-22.309
54,-30.1405
55,-35.6592
56,-37.6971
57,-38.9067
58,-38.9067
59,-38.9067
60,-38.9067
61,-38.9067
62,-39.4534
63,-39.6111
64,-38.2975
65,-28.5255
66,-20.2403
67,-12.8135
68,-5.7878
69,-1.3369
70,3.7666
71,7.3955
72,2.8939
73,-8.0064
74,-16.9741
75,-25.0957
76,-33.779
77,-37.3756
78,-38.1621
79,-38.2637
80,-38.2637
81,-38.2637
82,-38.2637
83,-38.2637
84,-38.2637
85,-38.2637
86,-38.3555
87,-43.6978
88,-49.3146
89,-51.447
90,-52.2254
91,-52.6872
92,-49.6531
93,-44.6945
94,-42.5356
95,-32.5097
96,-20.4869
97,-12.2694
98,-10.2894
99,-10.2894
100,-11.0129
101,-13.3356
102,-16.2219
103,-19.6601
104,-20.1896
105,-21.5894
106,-26.9132
107,-30.5466
108,-33.2568
109,-29.5143
110,-15.5719
111,-3.9093
112,1.5158
113,2.8262
114,-2.1383
115,-11.6981
116,-17.7653
117,-21.9936
118,-25.8682
119,-28.6174
120,-29.1758
121,-25.7878
122,-20.3185
123,-9.494
124,2.3886
125,10.5602
126,17.701
127,19.9357
128,15.6431
129,6.4156
130,-0.5754
131,-7.7017
132,-13.5218
133,-14.3248
134,-4.0116
135,11.4909
136,24.0086
137,35.7929
138,44.4534
139,51.5113
140,52.7331
141,48.3693
142,40.0068
143,29.6892
144,20.2911
145,11.5143
146,2.5402
147,-3.3339
148,-8.9871
149,-18.328
150,-24.8966
151,-18.9541
152,-8.8424
153,-8.2376
154,-14.2664
155,-19.951
156,-24.4373
157,-25.8307
158,-34.7267
159,-42.9261
160,-51.9936
161,-57.6849
162,-63.4359
163,-70.5026
164,-72.9904
165,-73.2958
166,-76.2396
167,-78.6656
168,-75.0965
169,-68.305
170,-61.2456
171,-49.7474
172,-40.8529
173,-40.3537
174,-45.9807
175,-54.1039
176,-62.0579
177,-67.118
178,-69.9587
179,-73.7688
180,-73.955
181,-73.955
182,-73.955
183,-72.8679
184,-70.7396
185,-68.5691
186,-65.8682
187,-61.447
188,-61.4148
189,-61.4148
190,-61.4148
191,-61.4148
192,-61.4148
193,-61.4148
194,-61.4148
195,-61.4148
196,-61.4148
197,-61.4148
198,-61.4148
199,-61.4148
200,-61.4148
201,-61.4148
202,-61.4148
203,-61.4148
204,-61.4148
205,-61.4148
206,-61.4148
207,-61.4148
208,-61.4148
209,-61.4148
210,-61.4148
211,-61.4148
212,-59.5621
213,-58.8425
214,-58.8425
215,-58.0471
216,-52.1819
217,-51.5485
218,-53.9121
219,-59.0117
220,-65.0161
221,-63.5431
222,-56.287
223,-55.5658
224,-49.8392
225,-41.513
226,-31.9775
227,-27.3955
228,-28.6327
229,-31.0882
230,-33.5324
231,-34.0667
232,-36.1254
233,-39.1479
234,-40.836
235,-41.2341
236,-42.0037
237,-42.7806
238,-44.4212
239,-45.2192
240,-45.3376
