Time of Rating,25-Apr-2016 09:02:49
Multimedia File,all_vocal_2.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,8.6013
3,18.9068
4,21.865
5,21.865
6,48.8103
7,100
8,100
9,99.9196
10,92.4014
11,96.8458
12,100
13,96.463
14,89.3248
15,82.1222
16,98.5691
17,100
18,84.3569
19,66.9614
20,57.4116
21,55.5788
22,52.8854
23,51.7685
24,54.1801
25,58.5852
26,61.7685
27,62.2347
28,46.4469
29,41.5976
30,40.836
31,39.7106
32,14.9357
33,-14.5016
34,-28.6512
35,-53.1312
36,-68.8611
37,-81.1668
38,-98.4405
39,-100
40,-100
41,-100
