Time of Rating,26-Apr-2016 10:53:02
Multimedia File,all_vocal_2.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,0
3,0
4,0
5,0
6,0
7,-0.42684
8,-1.2679
9,6.4005
10,11.5379
11,10.8064
12,6.0824
13,5.3781
14,9.111
15,10.9384
16,12.9272
17,12.565
18,15.0818
19,16.78
20,13.2832
21,12.619
22,12.7451
23,12.8011
24,11.3779
25,11.2045
26,11.618
27,11.7927
28,13.3422
29,14.7792
30,11.632
31,6.736
32,5.6317
33,2.5077
34,-2.5063
35,-4.3978
36,-4.2951
37,-3.3024
38,-6.616
39,-13.3864
40,-16.8868
41,-19.902
