Time of Rating,26-Apr-2016 10:28:20
Multimedia File,all_vocal_1.m4v
Lower Label,negative
Upper Label,positive
Minimum Value,-100
Maximum Value,100
Number of Steps,9
Second,Rating
%%%%%%,%%%%%%
1,0
2,0
3,-0.21342
4,-3.0223
5,-6.0424
6,-6.6342
7,-6.7227
8,-5.6723
9,-3.6415
10,-1.6407
11,2.2269
12,2.2409
13,0.77031
14,-0.56023
15,-2.479
16,-4.5555
17,-10.9377
18,-10.5705
19,-9.2437
20,-5.5602
21,-4.0616
22,-4.5798
23,-4.5408
24,-4.4685
25,-4.4818
26,-4.888
27,-6.0003
28,-10.7563
29,-13.8322
30,-14.4037
31,-14.0056
32,-13.9636
33,-13.2493
34,-12.0448
35,-13.7108
36,-13.3253
37,-10.5853
38,-8.0699
39,-6.7522
40,-4.2157
41,2.6944
42,0.84034
43,0.56023
44,1.8347
45,2.6891
46,4.5555
47,4.0416
48,3.9216
49,3.8036
50,2.9078
51,-1.5333
52,-5.6823
53,-5.9856
54,-4.5939
55,-3.9883
56,-6.8701
57,-8.6301
58,-6.5826
59,-4.3838
60,-1.6962
